biological_process	defined_class
http://purl.obolibrary.org/obo/GO_0032922	http://purl.obolibrary.org/obo/UPHENO_0050885
http://purl.obolibrary.org/obo/GO_0050976	http://purl.obolibrary.org/obo/UPHENO_0050206
http://purl.obolibrary.org/obo/GO_0003146	http://purl.obolibrary.org/obo/UPHENO_0050886
http://purl.obolibrary.org/obo/GO_0006898	http://purl.obolibrary.org/obo/UPHENO_0050207
http://purl.obolibrary.org/obo/GO_0007501	http://purl.obolibrary.org/obo/UPHENO_0050887
http://purl.obolibrary.org/obo/GO_0003147	http://purl.obolibrary.org/obo/UPHENO_0050888
http://purl.obolibrary.org/obo/GO_0050975	http://purl.obolibrary.org/obo/UPHENO_0050208
http://purl.obolibrary.org/obo/GO_0050973	http://purl.obolibrary.org/obo/UPHENO_0050210
http://purl.obolibrary.org/obo/GO_0007507	http://purl.obolibrary.org/obo/UPHENO_0050138
http://purl.obolibrary.org/obo/GO_1990266	http://purl.obolibrary.org/obo/UPHENO_0050211
http://purl.obolibrary.org/obo/GO_0030509	http://purl.obolibrary.org/obo/UPHENO_0050213
http://purl.obolibrary.org/obo/GO_0003140	http://purl.obolibrary.org/obo/UPHENO_0050893
http://purl.obolibrary.org/obo/GO_0003143	http://purl.obolibrary.org/obo/UPHENO_0050895
http://purl.obolibrary.org/obo/GO_0019722	http://purl.obolibrary.org/obo/UPHENO_0050214
http://purl.obolibrary.org/obo/GO_0014036	http://purl.obolibrary.org/obo/UPHENO_0050215
http://purl.obolibrary.org/obo/GO_0014033	http://purl.obolibrary.org/obo/UPHENO_0050216
http://purl.obolibrary.org/obo/GO_0007509	http://purl.obolibrary.org/obo/UPHENO_0050898
http://purl.obolibrary.org/obo/GO_0071892	http://purl.obolibrary.org/obo/UPHENO_0078697
http://purl.obolibrary.org/obo/GO_0014032	http://purl.obolibrary.org/obo/UPHENO_0050156
http://purl.obolibrary.org/obo/GO_0006401	http://purl.obolibrary.org/obo/UPHENO_0049611
http://purl.obolibrary.org/obo/GO_0030510	http://purl.obolibrary.org/obo/UPHENO_0084757
http://purl.obolibrary.org/obo/GO_0006885	http://purl.obolibrary.org/obo/UPHENO_0049613
http://purl.obolibrary.org/obo/GO_0050962	http://purl.obolibrary.org/obo/UPHENO_0050219
http://purl.obolibrary.org/obo/GO_0048884	http://purl.obolibrary.org/obo/UPHENO_0050902
http://purl.obolibrary.org/obo/GO_0003138	http://purl.obolibrary.org/obo/UPHENO_0050903
http://purl.obolibrary.org/obo/GO_0048883	http://purl.obolibrary.org/obo/UPHENO_0050904
http://purl.obolibrary.org/obo/GO_0003139	http://purl.obolibrary.org/obo/UPHENO_0050905
http://purl.obolibrary.org/obo/GO_0048885	http://purl.obolibrary.org/obo/UPHENO_0050907
http://purl.obolibrary.org/obo/GO_0048882	http://purl.obolibrary.org/obo/UPHENO_0050908
http://purl.obolibrary.org/obo/GO_0002040	http://purl.obolibrary.org/obo/UPHENO_0050221
http://purl.obolibrary.org/obo/GO_0002042	http://purl.obolibrary.org/obo/UPHENO_0050223
http://purl.obolibrary.org/obo/GO_0006883	http://purl.obolibrary.org/obo/UPHENO_0050225
http://purl.obolibrary.org/obo/GO_0002286	http://purl.obolibrary.org/obo/UPHENO_0078698
http://purl.obolibrary.org/obo/GO_0045137	http://purl.obolibrary.org/obo/UPHENO_0050226
http://purl.obolibrary.org/obo/GO_0002043	http://purl.obolibrary.org/obo/UPHENO_0050229
http://purl.obolibrary.org/obo/GO_0016203	http://purl.obolibrary.org/obo/UPHENO_0049625
http://purl.obolibrary.org/obo/GO_0060536	http://purl.obolibrary.org/obo/UPHENO_0050910
http://purl.obolibrary.org/obo/GO_0014028	http://purl.obolibrary.org/obo/UPHENO_0050230
http://purl.obolibrary.org/obo/GO_0014029	http://purl.obolibrary.org/obo/UPHENO_0050231
http://purl.obolibrary.org/obo/GO_0019953	http://purl.obolibrary.org/obo/UPHENO_0050911
http://purl.obolibrary.org/obo/GO_0036058	http://purl.obolibrary.org/obo/UPHENO_0050912
http://purl.obolibrary.org/obo/GO_0014025	http://purl.obolibrary.org/obo/UPHENO_0080611
http://purl.obolibrary.org/obo/GO_0014021	http://purl.obolibrary.org/obo/UPHENO_0050232
http://purl.obolibrary.org/obo/GO_0060538	http://purl.obolibrary.org/obo/UPHENO_0050914
http://purl.obolibrary.org/obo/GO_0061626	http://purl.obolibrary.org/obo/UPHENO_0084757
http://purl.obolibrary.org/obo/GO_0050953	http://purl.obolibrary.org/obo/UPHENO_0050236
http://purl.obolibrary.org/obo/GO_0007528	http://purl.obolibrary.org/obo/UPHENO_0050917
http://purl.obolibrary.org/obo/GO_0003161	http://purl.obolibrary.org/obo/UPHENO_0050918
http://purl.obolibrary.org/obo/GO_0048870	http://purl.obolibrary.org/obo/UPHENO_0049634
http://purl.obolibrary.org/obo/GO_0002072	http://purl.obolibrary.org/obo/UPHENO_0083068
http://purl.obolibrary.org/obo/GO_0008610	http://purl.obolibrary.org/obo/UPHENO_0050240
http://purl.obolibrary.org/obo/GO_0002075	http://purl.obolibrary.org/obo/UPHENO_0050241
http://purl.obolibrary.org/obo/GO_0050957	http://purl.obolibrary.org/obo/UPHENO_0050242
http://purl.obolibrary.org/obo/GO_0016236	http://purl.obolibrary.org/obo/UPHENO_0050243
http://purl.obolibrary.org/obo/GO_0016477	http://purl.obolibrary.org/obo/UPHENO_0049643
http://purl.obolibrary.org/obo/GO_0070306	http://purl.obolibrary.org/obo/UPHENO_0050919
http://purl.obolibrary.org/obo/GO_0070309	http://purl.obolibrary.org/obo/UPHENO_0050920
http://purl.obolibrary.org/obo/GO_0009948	http://purl.obolibrary.org/obo/UPHENO_0050184
http://purl.obolibrary.org/obo/GO_0022904	http://purl.obolibrary.org/obo/UPHENO_0050246
http://purl.obolibrary.org/obo/GO_0071632	http://purl.obolibrary.org/obo/UPHENO_0050921
http://purl.obolibrary.org/obo/GO_0030534	http://purl.obolibrary.org/obo/UPHENO_0049650
http://purl.obolibrary.org/obo/GO_0003157	http://purl.obolibrary.org/obo/UPHENO_0050922
http://purl.obolibrary.org/obo/GO_0007519	http://purl.obolibrary.org/obo/UPHENO_0050925
http://purl.obolibrary.org/obo/GO_0030536	http://purl.obolibrary.org/obo/UPHENO_0050253
http://purl.obolibrary.org/obo/GO_0007517	http://purl.obolibrary.org/obo/UPHENO_0050196
http://purl.obolibrary.org/obo/GO_0002062	http://purl.obolibrary.org/obo/UPHENO_0050254
http://purl.obolibrary.org/obo/GO_0014044	http://purl.obolibrary.org/obo/UPHENO_0083069
http://purl.obolibrary.org/obo/GO_0070314	http://purl.obolibrary.org/obo/UPHENO_0050930
http://purl.obolibrary.org/obo/GO_1900107	http://purl.obolibrary.org/obo/UPHENO_0050931
http://purl.obolibrary.org/obo/GO_0060561	http://purl.obolibrary.org/obo/UPHENO_0050933
http://purl.obolibrary.org/obo/GO_0048696	http://purl.obolibrary.org/obo/UPHENO_0050260
http://purl.obolibrary.org/obo/GO_0046034	http://purl.obolibrary.org/obo/UPHENO_0050261
http://purl.obolibrary.org/obo/GO_0030947	http://purl.obolibrary.org/obo/UPHENO_0050262
http://purl.obolibrary.org/obo/GO_0003341	http://purl.obolibrary.org/obo/UPHENO_0050263
http://purl.obolibrary.org/obo/GO_0060325	http://purl.obolibrary.org/obo/UPHENO_0050265
http://purl.obolibrary.org/obo/GO_2000298	http://purl.obolibrary.org/obo/UPHENO_0050266
http://purl.obolibrary.org/obo/GO_0036486	http://purl.obolibrary.org/obo/UPHENO_0050937
http://purl.obolibrary.org/obo/GO_0060323	http://purl.obolibrary.org/obo/UPHENO_0050269
http://purl.obolibrary.org/obo/GO_0060322	http://purl.obolibrary.org/obo/UPHENO_0050153
http://purl.obolibrary.org/obo/GO_0070365	http://purl.obolibrary.org/obo/UPHENO_0050939
http://purl.obolibrary.org/obo/GO_0036485	http://purl.obolibrary.org/obo/UPHENO_0050941
http://purl.obolibrary.org/obo/GO_0070121	http://purl.obolibrary.org/obo/UPHENO_0050270
http://purl.obolibrary.org/obo/GO_0036484	http://purl.obolibrary.org/obo/UPHENO_0050942
http://purl.obolibrary.org/obo/GO_0098915	http://purl.obolibrary.org/obo/UPHENO_0083070
http://purl.obolibrary.org/obo/GO_0071698	http://purl.obolibrary.org/obo/UPHENO_0050944
http://purl.obolibrary.org/obo/GO_0002244	http://purl.obolibrary.org/obo/UPHENO_0050945
http://purl.obolibrary.org/obo/GO_0098908	http://purl.obolibrary.org/obo/UPHENO_0084757
http://purl.obolibrary.org/obo/GO_0060575	http://purl.obolibrary.org/obo/UPHENO_0050950
http://purl.obolibrary.org/obo/GO_0072554	http://purl.obolibrary.org/obo/UPHENO_0050951
http://purl.obolibrary.org/obo/GO_0035162	http://purl.obolibrary.org/obo/UPHENO_0050952
http://purl.obolibrary.org/obo/GO_0006874	http://purl.obolibrary.org/obo/UPHENO_0050278
http://purl.obolibrary.org/obo/GO_0030968	http://purl.obolibrary.org/obo/UPHENO_0050279
http://purl.obolibrary.org/obo/GO_0003128	http://purl.obolibrary.org/obo/UPHENO_0050955
http://purl.obolibrary.org/obo/GO_0006638	http://purl.obolibrary.org/obo/UPHENO_0050956
http://purl.obolibrary.org/obo/GO_0030728	http://purl.obolibrary.org/obo/UPHENO_0049705
http://purl.obolibrary.org/obo/GO_0048675	http://purl.obolibrary.org/obo/UPHENO_0050283
http://purl.obolibrary.org/obo/GO_0045165	http://purl.obolibrary.org/obo/UPHENO_0050282
http://purl.obolibrary.org/obo/GO_0006631	http://purl.obolibrary.org/obo/UPHENO_0078646
http://purl.obolibrary.org/obo/GO_0002275	http://purl.obolibrary.org/obo/UPHENO_0050959
http://purl.obolibrary.org/obo/GO_0035178	http://purl.obolibrary.org/obo/UPHENO_0050962
http://purl.obolibrary.org/obo/GO_0014016	http://purl.obolibrary.org/obo/UPHENO_0083071
http://purl.obolibrary.org/obo/GO_0036269	http://purl.obolibrary.org/obo/UPHENO_0050289
http://purl.obolibrary.org/obo/GO_0036268	http://purl.obolibrary.org/obo/UPHENO_0050290
http://purl.obolibrary.org/obo/GO_0035176	http://purl.obolibrary.org/obo/UPHENO_0049713
http://purl.obolibrary.org/obo/GO_0014010	http://purl.obolibrary.org/obo/UPHENO_0050291
http://purl.obolibrary.org/obo/GO_0036022	http://purl.obolibrary.org/obo/UPHENO_0050964
http://purl.obolibrary.org/obo/GO_0060307	http://purl.obolibrary.org/obo/UPHENO_0050292
http://purl.obolibrary.org/obo/GO_0071679	http://purl.obolibrary.org/obo/UPHENO_0050965
http://purl.obolibrary.org/obo/GO_0002026	http://purl.obolibrary.org/obo/UPHENO_0050294
http://purl.obolibrary.org/obo/GO_0003357	http://purl.obolibrary.org/obo/UPHENO_0050295
http://purl.obolibrary.org/obo/GO_0000089	http://purl.obolibrary.org/obo/UPHENO_0083072
http://purl.obolibrary.org/obo/GO_0003358	http://purl.obolibrary.org/obo/UPHENO_0050296
http://purl.obolibrary.org/obo/GO_0002027	http://purl.obolibrary.org/obo/UPHENO_0050298
http://purl.obolibrary.org/obo/GO_0000088	http://purl.obolibrary.org/obo/UPHENO_0083073
http://purl.obolibrary.org/obo/GO_0048666	http://purl.obolibrary.org/obo/UPHENO_0049719
http://purl.obolibrary.org/obo/GO_0000084	http://purl.obolibrary.org/obo/UPHENO_0050967
http://purl.obolibrary.org/obo/GO_0048669	http://purl.obolibrary.org/obo/UPHENO_0050301
http://purl.obolibrary.org/obo/GO_0048668	http://purl.obolibrary.org/obo/UPHENO_0050304
http://purl.obolibrary.org/obo/GO_0035188	http://purl.obolibrary.org/obo/UPHENO_0049721
http://purl.obolibrary.org/obo/GO_0014005	http://purl.obolibrary.org/obo/UPHENO_0050306
http://purl.obolibrary.org/obo/GO_0060312	http://purl.obolibrary.org/obo/UPHENO_0050308
http://purl.obolibrary.org/obo/GO_0014003	http://purl.obolibrary.org/obo/UPHENO_0050309
http://purl.obolibrary.org/obo/GO_0006629	http://purl.obolibrary.org/obo/UPHENO_0049723
http://purl.obolibrary.org/obo/GO_0061648	http://purl.obolibrary.org/obo/UPHENO_0050310
http://purl.obolibrary.org/obo/GO_0060319	http://purl.obolibrary.org/obo/UPHENO_0050311
http://purl.obolibrary.org/obo/GO_0000278	http://purl.obolibrary.org/obo/UPHENO_0050313
http://purl.obolibrary.org/obo/GO_0030902	http://purl.obolibrary.org/obo/UPHENO_0050314
http://purl.obolibrary.org/obo/GO_0030901	http://purl.obolibrary.org/obo/UPHENO_0050315
http://purl.obolibrary.org/obo/GO_0006814	http://purl.obolibrary.org/obo/UPHENO_0050316
http://purl.obolibrary.org/obo/GO_0030900	http://purl.obolibrary.org/obo/UPHENO_0050317
http://purl.obolibrary.org/obo/GO_0060363	http://purl.obolibrary.org/obo/UPHENO_0050320
http://purl.obolibrary.org/obo/GO_0030903	http://purl.obolibrary.org/obo/UPHENO_0050144
