cellular_component	defined_class
http://purl.obolibrary.org/obo/GO_0005575	http://purl.obolibrary.org/obo/UPHENO_0067691
http://purl.obolibrary.org/obo/GO_0005694	http://purl.obolibrary.org/obo/UPHENO_0067694
http://purl.obolibrary.org/obo/GO_0000776	http://purl.obolibrary.org/obo/UPHENO_0082034
http://purl.obolibrary.org/obo/GO_0005634	http://purl.obolibrary.org/obo/UPHENO_0067645
http://purl.obolibrary.org/obo/GO_0000324	http://purl.obolibrary.org/obo/UPHENO_0082035
http://purl.obolibrary.org/obo/GO_0030998	http://purl.obolibrary.org/obo/UPHENO_0082036
http://purl.obolibrary.org/obo/GO_0000781	http://purl.obolibrary.org/obo/UPHENO_0067651
http://purl.obolibrary.org/obo/GO_0005856	http://purl.obolibrary.org/obo/UPHENO_0067705
http://purl.obolibrary.org/obo/GO_0005619	http://purl.obolibrary.org/obo/UPHENO_0082037
http://purl.obolibrary.org/obo/GO_0005938	http://purl.obolibrary.org/obo/UPHENO_0082038
http://purl.obolibrary.org/obo/GO_0005937	http://purl.obolibrary.org/obo/UPHENO_0082039
http://purl.obolibrary.org/obo/GO_0005816	http://purl.obolibrary.org/obo/UPHENO_0082040
http://purl.obolibrary.org/obo/GO_0005819	http://purl.obolibrary.org/obo/UPHENO_0082041
http://purl.obolibrary.org/obo/GO_0015630	http://purl.obolibrary.org/obo/UPHENO_0067659
http://purl.obolibrary.org/obo/GO_0009277	http://purl.obolibrary.org/obo/UPHENO_0082042
