defined_class	defined_class_label	location	location_label	role	role_label
http://purl.obolibrary.org/obo/ZP_0137896	neurotransmitter trunk decreased amount, abnormal	http://purl.obolibrary.org/obo/ZFA_0001115	trunk	http://purl.obolibrary.org/obo/CHEBI_25512	neurotransmitter
