biological_process	location	defined_class
http://purl.obolibrary.org/obo/GO_0042246	http://purl.obolibrary.org/obo/UBERON_0000160	http://purl.obolibrary.org/obo/UPHENO_0083691
http://purl.obolibrary.org/obo/GO_0008150	http://purl.obolibrary.org/obo/UBERON_0000160	http://purl.obolibrary.org/obo/UPHENO_0083694
http://purl.obolibrary.org/obo/GO_0001503	http://purl.obolibrary.org/obo/UBERON_0006428	http://purl.obolibrary.org/obo/UPHENO_0084469
http://purl.obolibrary.org/obo/GO_0008150	http://purl.obolibrary.org/obo/UBERON_0001017	http://purl.obolibrary.org/obo/UPHENO_0083689
http://purl.obolibrary.org/obo/GO_0042246	http://purl.obolibrary.org/obo/UBERON_0001264	http://purl.obolibrary.org/obo/UPHENO_0083690
http://purl.obolibrary.org/obo/GO_0042246	http://purl.obolibrary.org/obo/UBERON_0001017	http://purl.obolibrary.org/obo/UPHENO_0083692
http://purl.obolibrary.org/obo/GO_0008150	http://purl.obolibrary.org/obo/UBERON_0001630	http://purl.obolibrary.org/obo/UPHENO_0083693
http://purl.obolibrary.org/obo/GO_0008150	http://purl.obolibrary.org/obo/UBERON_0006428	http://purl.obolibrary.org/obo/UPHENO_0084470
http://purl.obolibrary.org/obo/GO_0042246	http://purl.obolibrary.org/obo/UBERON_0000010	http://purl.obolibrary.org/obo/UPHENO_0084757
http://purl.obolibrary.org/obo/GO_0042246	http://purl.obolibrary.org/obo/UBERON_0001630	http://purl.obolibrary.org/obo/UPHENO_0083695
http://purl.obolibrary.org/obo/GO_0008150	http://purl.obolibrary.org/obo/UBERON_0001264	http://purl.obolibrary.org/obo/UPHENO_0083696
http://purl.obolibrary.org/obo/GO_0008150	http://purl.obolibrary.org/obo/UBERON_0000010	http://purl.obolibrary.org/obo/UPHENO_0084757
