entity	shape	defined_class
http://purl.obolibrary.org/obo/UBERON_0002228	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041055
http://purl.obolibrary.org/obo/UBERON_0001037	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041056
http://purl.obolibrary.org/obo/UBERON_0002488	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041058
http://purl.obolibrary.org/obo/UBERON_0000981	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041059
http://purl.obolibrary.org/obo/UBERON_0001423	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0041060
http://purl.obolibrary.org/obo/UBERON_0001037	http://purl.obolibrary.org/obo/PATO_0000967	http://purl.obolibrary.org/obo/UPHENO_0041061
http://purl.obolibrary.org/obo/UBERON_0004085	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041062
http://purl.obolibrary.org/obo/UBERON_0010511	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041063
http://purl.obolibrary.org/obo/UBERON_0001860	http://purl.obolibrary.org/obo/PATO_0000936	http://purl.obolibrary.org/obo/UPHENO_0041064
http://purl.obolibrary.org/obo/UBERON_0010512	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041065
http://purl.obolibrary.org/obo/UBERON_0010513	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041066
http://purl.obolibrary.org/obo/UBERON_0007812	http://purl.obolibrary.org/obo/PATO_0000967	http://purl.obolibrary.org/obo/UPHENO_0041067
http://purl.obolibrary.org/obo/UBERON_0001092	http://purl.obolibrary.org/obo/PATO_0001784	http://purl.obolibrary.org/obo/UPHENO_0041068
http://purl.obolibrary.org/obo/UBERON_0001093	http://purl.obolibrary.org/obo/PATO_0001784	http://purl.obolibrary.org/obo/UPHENO_0041069
http://purl.obolibrary.org/obo/UBERON_0001130	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041070
http://purl.obolibrary.org/obo/UBERON_0001264	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041071
http://purl.obolibrary.org/obo/UBERON_0005620	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041072
http://purl.obolibrary.org/obo/UBERON_0003655	http://purl.obolibrary.org/obo/PATO_0002021	http://purl.obolibrary.org/obo/UPHENO_0041073
http://purl.obolibrary.org/obo/UBERON_0002470	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0089462
http://purl.obolibrary.org/obo/UBERON_0000056	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041074
http://purl.obolibrary.org/obo/UBERON_0002113	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041075
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/PATO_0000936	http://purl.obolibrary.org/obo/UPHENO_0041076
http://purl.obolibrary.org/obo/UBERON_0011933	http://purl.obolibrary.org/obo/PATO_0000405	http://purl.obolibrary.org/obo/UPHENO_0041077
http://purl.obolibrary.org/obo/GO_0036126	http://purl.obolibrary.org/obo/PATO_0001798	http://purl.obolibrary.org/obo/UPHENO_0089463
http://purl.obolibrary.org/obo/UBERON_0006430	http://purl.obolibrary.org/obo/PATO_0001786	http://purl.obolibrary.org/obo/UPHENO_0041078
http://purl.obolibrary.org/obo/UBERON_0000964	http://purl.obolibrary.org/obo/PATO_0001848	http://purl.obolibrary.org/obo/UPHENO_0041079
http://purl.obolibrary.org/obo/UBERON_0012128	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041080
http://purl.obolibrary.org/obo/UBERON_0000947	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041081
http://purl.obolibrary.org/obo/UBERON_0006333	http://purl.obolibrary.org/obo/PATO_0002031	http://purl.obolibrary.org/obo/UPHENO_0041082
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/PATO_0001481	http://purl.obolibrary.org/obo/UPHENO_0041083
http://purl.obolibrary.org/obo/UBERON_0003501	http://purl.obolibrary.org/obo/PATO_0001798	http://purl.obolibrary.org/obo/UPHENO_0081391
http://purl.obolibrary.org/obo/UBERON_0008200	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041084
http://purl.obolibrary.org/obo/UBERON_0000033	http://purl.obolibrary.org/obo/PATO_0001875	http://purl.obolibrary.org/obo/UPHENO_0041085
http://purl.obolibrary.org/obo/UBERON_0001456	http://purl.obolibrary.org/obo/PATO_0000411	http://purl.obolibrary.org/obo/UPHENO_0041086
http://purl.obolibrary.org/obo/UBERON_0002328	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041087
http://purl.obolibrary.org/obo/UBERON_0000948	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041088
http://purl.obolibrary.org/obo/UBERON_0001456	http://purl.obolibrary.org/obo/PATO_0000413	http://purl.obolibrary.org/obo/UPHENO_0041089
http://purl.obolibrary.org/obo/UBERON_0000941	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041090
http://purl.obolibrary.org/obo/UBERON_0001697	http://purl.obolibrary.org/obo/PATO_0000411	http://purl.obolibrary.org/obo/UPHENO_0041091
http://purl.obolibrary.org/obo/UBERON_0000375	http://purl.obolibrary.org/obo/PATO_0000402	http://purl.obolibrary.org/obo/UPHENO_0041092
http://purl.obolibrary.org/obo/UBERON_0001508	http://purl.obolibrary.org/obo/PATO_0001786	http://purl.obolibrary.org/obo/UPHENO_0041093
http://purl.obolibrary.org/obo/UBERON_0001456	http://purl.obolibrary.org/obo/PATO_0000407	http://purl.obolibrary.org/obo/UPHENO_0041094
http://purl.obolibrary.org/obo/UBERON_0000004	http://purl.obolibrary.org/obo/PATO_0000403	http://purl.obolibrary.org/obo/UPHENO_0041095
http://purl.obolibrary.org/obo/UBERON_0001213	http://purl.obolibrary.org/obo/PATO_0000402	http://purl.obolibrary.org/obo/UPHENO_0041096
http://purl.obolibrary.org/obo/UBERON_0001288	http://purl.obolibrary.org/obo/PATO_0000936	http://purl.obolibrary.org/obo/UPHENO_0041097
http://purl.obolibrary.org/obo/GO_0030424	http://purl.obolibrary.org/obo/PATO_0001865	http://purl.obolibrary.org/obo/UPHENO_0089464
http://purl.obolibrary.org/obo/UBERON_0010510	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041099
http://purl.obolibrary.org/obo/UBERON_0000033	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041100
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/PATO_0001365	http://purl.obolibrary.org/obo/UPHENO_0088349
http://purl.obolibrary.org/obo/UBERON_0006333	http://purl.obolibrary.org/obo/PATO_0000411	http://purl.obolibrary.org/obo/UPHENO_0041101
http://purl.obolibrary.org/obo/UBERON_0001041	http://purl.obolibrary.org/obo/PATO_0000936	http://purl.obolibrary.org/obo/UPHENO_0041102
http://purl.obolibrary.org/obo/UBERON_0011933	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041103
http://purl.obolibrary.org/obo/UBERON_0002544	http://purl.obolibrary.org/obo/PATO_0001649	http://purl.obolibrary.org/obo/UPHENO_0041104
http://purl.obolibrary.org/obo/UBERON_0000941	http://purl.obolibrary.org/obo/PATO_0002254	http://purl.obolibrary.org/obo/UPHENO_0041105
http://purl.obolibrary.org/obo/UBERON_0002411	http://purl.obolibrary.org/obo/PATO_0000407	http://purl.obolibrary.org/obo/UPHENO_0041106
http://purl.obolibrary.org/obo/UBERON_0002228	http://purl.obolibrary.org/obo/PATO_0000936	http://purl.obolibrary.org/obo/UPHENO_0041107
http://purl.obolibrary.org/obo/UBERON_0003655	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041108
http://purl.obolibrary.org/obo/UBERON_0002205	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041109
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/PATO_0001594	http://purl.obolibrary.org/obo/UPHENO_0041110
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0041111
http://purl.obolibrary.org/obo/UBERON_0005396	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0081392
http://purl.obolibrary.org/obo/UBERON_0008199	http://purl.obolibrary.org/obo/PATO_0000403	http://purl.obolibrary.org/obo/UPHENO_0041112
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/PATO_0001593	http://purl.obolibrary.org/obo/UPHENO_0041113
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/PATO_0000944	http://purl.obolibrary.org/obo/UPHENO_0041114
http://purl.obolibrary.org/obo/UBERON_0001213	http://purl.obolibrary.org/obo/PATO_0001883	http://purl.obolibrary.org/obo/UPHENO_0041115
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/PATO_0001910	http://purl.obolibrary.org/obo/UPHENO_0041116
http://purl.obolibrary.org/obo/UBERON_0001676	http://purl.obolibrary.org/obo/PATO_0000407	http://purl.obolibrary.org/obo/UPHENO_0041117
http://purl.obolibrary.org/obo/UBERON_0001716	http://purl.obolibrary.org/obo/PATO_0001594	http://purl.obolibrary.org/obo/UPHENO_0041118
http://purl.obolibrary.org/obo/UBERON_0001637	http://purl.obolibrary.org/obo/PATO_0001798	http://purl.obolibrary.org/obo/UPHENO_0081393
http://purl.obolibrary.org/obo/UBERON_0001456	http://purl.obolibrary.org/obo/PATO_0001875	http://purl.obolibrary.org/obo/UPHENO_0041119
http://purl.obolibrary.org/obo/UBERON_0003128	http://purl.obolibrary.org/obo/PATO_0001789	http://purl.obolibrary.org/obo/UPHENO_0041120
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/PATO_0001785	http://purl.obolibrary.org/obo/UPHENO_0041121
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/PATO_0001786	http://purl.obolibrary.org/obo/UPHENO_0041122
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/PATO_0001784	http://purl.obolibrary.org/obo/UPHENO_0041123
http://purl.obolibrary.org/obo/UBERON_0001456	http://purl.obolibrary.org/obo/PATO_0002169	http://purl.obolibrary.org/obo/UPHENO_0088350
http://purl.obolibrary.org/obo/UBERON_0000375	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041124
http://purl.obolibrary.org/obo/UBERON_0001130	http://purl.obolibrary.org/obo/PATO_0001154	http://purl.obolibrary.org/obo/UPHENO_0041125
http://purl.obolibrary.org/obo/UBERON_0002415	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041126
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/PATO_0001789	http://purl.obolibrary.org/obo/UPHENO_0041127
http://purl.obolibrary.org/obo/UBERON_0011933	http://purl.obolibrary.org/obo/PATO_0000967	http://purl.obolibrary.org/obo/UPHENO_0041128
http://purl.obolibrary.org/obo/UBERON_0001300	http://purl.obolibrary.org/obo/PATO_0000403	http://purl.obolibrary.org/obo/UPHENO_0041129
http://purl.obolibrary.org/obo/UBERON_0001716	http://purl.obolibrary.org/obo/PATO_0001786	http://purl.obolibrary.org/obo/UPHENO_0041130
http://purl.obolibrary.org/obo/UBERON_0010166	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041131
http://purl.obolibrary.org/obo/UBERON_0002544	http://purl.obolibrary.org/obo/PATO_0000617	http://purl.obolibrary.org/obo/UPHENO_0041132
http://purl.obolibrary.org/obo/UBERON_0001091	http://purl.obolibrary.org/obo/PATO_0002021	http://purl.obolibrary.org/obo/UPHENO_0041133
http://purl.obolibrary.org/obo/UBERON_0001834	http://purl.obolibrary.org/obo/PATO_0001786	http://purl.obolibrary.org/obo/UPHENO_0041134
http://purl.obolibrary.org/obo/UBERON_0006333	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041135
http://purl.obolibrary.org/obo/UBERON_0000979	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0041136
http://purl.obolibrary.org/obo/UBERON_0008199	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041137
http://purl.obolibrary.org/obo/UBERON_0004014	http://purl.obolibrary.org/obo/PATO_0000407	http://purl.obolibrary.org/obo/UPHENO_0041138
http://purl.obolibrary.org/obo/UBERON_0002328	http://purl.obolibrary.org/obo/PATO_0000936	http://purl.obolibrary.org/obo/UPHENO_0041139
http://purl.obolibrary.org/obo/UBERON_0001693	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041140
http://purl.obolibrary.org/obo/CL_0000232	http://purl.obolibrary.org/obo/PATO_0001365	http://purl.obolibrary.org/obo/UPHENO_0088351
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/PATO_0001410	http://purl.obolibrary.org/obo/UPHENO_0041141
http://purl.obolibrary.org/obo/GO_0030424	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0089465
http://purl.obolibrary.org/obo/UBERON_0000976	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0041142
http://purl.obolibrary.org/obo/UBERON_0001213	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041143
http://purl.obolibrary.org/obo/UBERON_0001697	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041144
http://purl.obolibrary.org/obo/UBERON_0000004	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041145
http://purl.obolibrary.org/obo/UBERON_0002544	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041146
http://purl.obolibrary.org/obo/UBERON_0001456	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041147
http://purl.obolibrary.org/obo/UBERON_0003606	http://purl.obolibrary.org/obo/PATO_0000617	http://purl.obolibrary.org/obo/UPHENO_0041148
http://purl.obolibrary.org/obo/UBERON_0002488	http://purl.obolibrary.org/obo/PATO_0001910	http://purl.obolibrary.org/obo/UPHENO_0041149
http://purl.obolibrary.org/obo/UBERON_0000975	http://purl.obolibrary.org/obo/PATO_0001784	http://purl.obolibrary.org/obo/UPHENO_0041150
http://purl.obolibrary.org/obo/UBERON_0008200	http://purl.obolibrary.org/obo/PATO_0001481	http://purl.obolibrary.org/obo/UPHENO_0041151
http://purl.obolibrary.org/obo/UBERON_0003501	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0081394
http://purl.obolibrary.org/obo/UBERON_0000981	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0041152
http://purl.obolibrary.org/obo/UBERON_0001446	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041153
http://purl.obolibrary.org/obo/UBERON_0003606	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041154
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/PATO_0002539	http://purl.obolibrary.org/obo/UPHENO_0041155
http://purl.obolibrary.org/obo/UBERON_0002412	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041156
http://purl.obolibrary.org/obo/UBERON_0001037	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0041157
http://purl.obolibrary.org/obo/UBERON_0002411	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041158
http://purl.obolibrary.org/obo/UBERON_0010511	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0041159
http://purl.obolibrary.org/obo/UBERON_0010513	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0041160
http://purl.obolibrary.org/obo/UBERON_0010512	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0041161
http://purl.obolibrary.org/obo/UBERON_0002228	http://purl.obolibrary.org/obo/PATO_0001785	http://purl.obolibrary.org/obo/UPHENO_0041162
http://purl.obolibrary.org/obo/UBERON_0001844	http://purl.obolibrary.org/obo/PATO_0001796	http://purl.obolibrary.org/obo/UPHENO_0041163
http://purl.obolibrary.org/obo/UBERON_0010513	http://purl.obolibrary.org/obo/PATO_0001593	http://purl.obolibrary.org/obo/UPHENO_0041164
http://purl.obolibrary.org/obo/UBERON_0001982	http://purl.obolibrary.org/obo/PATO_0001798	http://purl.obolibrary.org/obo/UPHENO_0041165
http://purl.obolibrary.org/obo/UBERON_0001620	http://purl.obolibrary.org/obo/PATO_0001798	http://purl.obolibrary.org/obo/UPHENO_0081395
http://purl.obolibrary.org/obo/UBERON_0002228	http://purl.obolibrary.org/obo/PATO_0001784	http://purl.obolibrary.org/obo/UPHENO_0041166
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/PATO_0002031	http://purl.obolibrary.org/obo/UPHENO_0041167
http://purl.obolibrary.org/obo/UBERON_0001844	http://purl.obolibrary.org/obo/PATO_0001795	http://purl.obolibrary.org/obo/UPHENO_0089466
http://purl.obolibrary.org/obo/UBERON_0001621	http://purl.obolibrary.org/obo/PATO_0001798	http://purl.obolibrary.org/obo/UPHENO_0081396
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/PATO_0001796	http://purl.obolibrary.org/obo/UPHENO_0041170
http://purl.obolibrary.org/obo/UBERON_0005356	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041171
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/PATO_0001795	http://purl.obolibrary.org/obo/UPHENO_0089467
http://purl.obolibrary.org/obo/UBERON_0001676	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041172
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/PATO_0001798	http://purl.obolibrary.org/obo/UPHENO_0041173
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/PATO_0001799	http://purl.obolibrary.org/obo/UPHENO_0041174
http://purl.obolibrary.org/obo/UBERON_0001091	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041175
http://purl.obolibrary.org/obo/UBERON_0001737	http://purl.obolibrary.org/obo/PATO_0000403	http://purl.obolibrary.org/obo/UPHENO_0041176
http://purl.obolibrary.org/obo/UBERON_0001092	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041177
http://purl.obolibrary.org/obo/UBERON_0001093	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041178
http://purl.obolibrary.org/obo/UBERON_0005620	http://purl.obolibrary.org/obo/PATO_0001786	http://purl.obolibrary.org/obo/UPHENO_0041179
http://purl.obolibrary.org/obo/UBERON_0001424	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041180
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/PATO_0000411	http://purl.obolibrary.org/obo/UPHENO_0041181
http://purl.obolibrary.org/obo/UBERON_0006430	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041182
http://purl.obolibrary.org/obo/UBERON_0001213	http://purl.obolibrary.org/obo/PATO_0001950	http://purl.obolibrary.org/obo/UPHENO_0041183
http://purl.obolibrary.org/obo/UBERON_0006333	http://purl.obolibrary.org/obo/PATO_0002254	http://purl.obolibrary.org/obo/UPHENO_0041184
http://purl.obolibrary.org/obo/UBERON_0002412	http://purl.obolibrary.org/obo/PATO_0002254	http://purl.obolibrary.org/obo/UPHENO_0041185
http://purl.obolibrary.org/obo/UBERON_0010512	http://purl.obolibrary.org/obo/PATO_0001786	http://purl.obolibrary.org/obo/UPHENO_0041186
http://purl.obolibrary.org/obo/UBERON_0001423	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041187
http://purl.obolibrary.org/obo/UBERON_0004014	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041188
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/PATO_0000413	http://purl.obolibrary.org/obo/UPHENO_0041189
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/PATO_0001865	http://purl.obolibrary.org/obo/UPHENO_0042700
http://purl.obolibrary.org/obo/UBERON_0001300	http://purl.obolibrary.org/obo/PATO_0000052	http://purl.obolibrary.org/obo/UPHENO_0041190
http://purl.obolibrary.org/obo/UBERON_0002113	http://purl.obolibrary.org/obo/PATO_0001786	http://purl.obolibrary.org/obo/UPHENO_0041191
http://purl.obolibrary.org/obo/UBERON_0006618	http://purl.obolibrary.org/obo/PATO_0000403	http://purl.obolibrary.org/obo/UPHENO_0041192
http://purl.obolibrary.org/obo/UBERON_0001723	http://purl.obolibrary.org/obo/PATO_0000403	http://purl.obolibrary.org/obo/UPHENO_0041193
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/PATO_0002170	http://purl.obolibrary.org/obo/UPHENO_0088352
http://purl.obolibrary.org/obo/UBERON_0002544	http://purl.obolibrary.org/obo/PATO_0000936	http://purl.obolibrary.org/obo/UPHENO_0088353
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/PATO_0002171	http://purl.obolibrary.org/obo/UPHENO_0042425
