molecular_function	defined_class
http://purl.obolibrary.org/obo/GO_0003990	http://purl.obolibrary.org/obo/UPHENO_0066856
http://purl.obolibrary.org/obo/GO_0003870	http://purl.obolibrary.org/obo/UPHENO_0066857
http://purl.obolibrary.org/obo/GO_0004365	http://purl.obolibrary.org/obo/UPHENO_0066858
http://purl.obolibrary.org/obo/GO_0004585	http://purl.obolibrary.org/obo/UPHENO_0066859
http://purl.obolibrary.org/obo/GO_0004340	http://purl.obolibrary.org/obo/UPHENO_0066860
http://purl.obolibrary.org/obo/GO_0004104	http://purl.obolibrary.org/obo/UPHENO_0066861
http://purl.obolibrary.org/obo/GO_0004743	http://purl.obolibrary.org/obo/UPHENO_0066862
http://purl.obolibrary.org/obo/GO_0004102	http://purl.obolibrary.org/obo/UPHENO_0066863
http://purl.obolibrary.org/obo/GO_0004465	http://purl.obolibrary.org/obo/UPHENO_0066864
http://purl.obolibrary.org/obo/GO_0003674	http://purl.obolibrary.org/obo/UPHENO_0066865
http://purl.obolibrary.org/obo/GO_0004601	http://purl.obolibrary.org/obo/UPHENO_0066866
http://purl.obolibrary.org/obo/GO_0004602	http://purl.obolibrary.org/obo/UPHENO_0066868
http://purl.obolibrary.org/obo/GO_0004607	http://purl.obolibrary.org/obo/UPHENO_0066869
http://purl.obolibrary.org/obo/GO_0004806	http://purl.obolibrary.org/obo/UPHENO_0066870
http://purl.obolibrary.org/obo/GO_0016206	http://purl.obolibrary.org/obo/UPHENO_0066871
http://purl.obolibrary.org/obo/GO_0004096	http://purl.obolibrary.org/obo/UPHENO_0066872
http://purl.obolibrary.org/obo/GO_0008474	http://purl.obolibrary.org/obo/UPHENO_0066873
http://purl.obolibrary.org/obo/GO_0008112	http://purl.obolibrary.org/obo/UPHENO_0066874
http://purl.obolibrary.org/obo/GO_0004111	http://purl.obolibrary.org/obo/UPHENO_0066875
http://purl.obolibrary.org/obo/GO_0004035	http://purl.obolibrary.org/obo/UPHENO_0066876
http://purl.obolibrary.org/obo/GO_0004351	http://purl.obolibrary.org/obo/UPHENO_0066877
http://purl.obolibrary.org/obo/GO_0004731	http://purl.obolibrary.org/obo/UPHENO_0066878
http://purl.obolibrary.org/obo/GO_0004511	http://purl.obolibrary.org/obo/UPHENO_0066879
http://purl.obolibrary.org/obo/GO_0008119	http://purl.obolibrary.org/obo/UPHENO_0066880
http://purl.obolibrary.org/obo/GO_0004656	http://purl.obolibrary.org/obo/UPHENO_0066881
http://purl.obolibrary.org/obo/GO_0016174	http://purl.obolibrary.org/obo/UPHENO_0066882
http://purl.obolibrary.org/obo/GO_0050174	http://purl.obolibrary.org/obo/UPHENO_0066883
http://purl.obolibrary.org/obo/GO_0004418	http://purl.obolibrary.org/obo/UPHENO_0066884
http://purl.obolibrary.org/obo/GO_0097621	http://purl.obolibrary.org/obo/UPHENO_0066885
http://purl.obolibrary.org/obo/GO_0070547	http://purl.obolibrary.org/obo/UPHENO_0066886
