location	role	defined_class
http://purl.obolibrary.org/obo/UBERON_0001088	http://purl.obolibrary.org/obo/CHEBI_24621	http://purl.obolibrary.org/obo/UPHENO_0089237
http://purl.obolibrary.org/obo/UBERON_0001088	http://purl.obolibrary.org/obo/CHEBI_50906	http://purl.obolibrary.org/obo/UPHENO_0089238
