cellular_component	defined_class
http://purl.obolibrary.org/obo/GO_0005575	http://purl.obolibrary.org/obo/UPHENO_0089842
http://purl.obolibrary.org/obo/GO_0001917	http://purl.obolibrary.org/obo/UPHENO_0089843
http://purl.obolibrary.org/obo/GO_0000795	http://purl.obolibrary.org/obo/UPHENO_0089844
