behavior_process	defined_class
http://purl.obolibrary.org/obo/NBO_0000313	http://purl.obolibrary.org/obo/UPHENO_0063688
http://purl.obolibrary.org/obo/NBO_0000313	http://purl.obolibrary.org/obo/UPHENO_0063688
http://purl.obolibrary.org/obo/NBO_0000043	http://purl.obolibrary.org/obo/UPHENO_0063697
http://purl.obolibrary.org/obo/NBO_0000011	http://purl.obolibrary.org/obo/UPHENO_0063698
