chemical_entity	defined_class
http://purl.obolibrary.org/obo/CHEBI_24431	http://purl.obolibrary.org/obo/UPHENO_0066739
http://purl.obolibrary.org/obo/PR_Q15848	http://purl.obolibrary.org/obo/UPHENO_0081713
http://purl.obolibrary.org/obo/PR_Q10469	http://purl.obolibrary.org/obo/UPHENO_0081714
http://purl.obolibrary.org/obo/PR_000008175	http://purl.obolibrary.org/obo/UPHENO_0081715
http://purl.obolibrary.org/obo/PR_000023661	http://purl.obolibrary.org/obo/UPHENO_0081716
http://purl.obolibrary.org/obo/CHEBI_28384	http://purl.obolibrary.org/obo/UPHENO_0066789
http://purl.obolibrary.org/obo/CHEBI_546807	http://purl.obolibrary.org/obo/UPHENO_0066788
http://purl.obolibrary.org/obo/CHEBI_28115	http://purl.obolibrary.org/obo/UPHENO_0066790
http://purl.obolibrary.org/obo/CHEBI_27300	http://purl.obolibrary.org/obo/UPHENO_0066743
http://purl.obolibrary.org/obo/PR_000005061	http://purl.obolibrary.org/obo/UPHENO_0081717
http://purl.obolibrary.org/obo/PR_P32754	http://purl.obolibrary.org/obo/UPHENO_0081718
http://purl.obolibrary.org/obo/PR_000003964	http://purl.obolibrary.org/obo/UPHENO_0066782
http://purl.obolibrary.org/obo/CHEBI_18408	http://purl.obolibrary.org/obo/UPHENO_0066783
http://purl.obolibrary.org/obo/CHEBI_33234	http://purl.obolibrary.org/obo/UPHENO_0066785
http://purl.obolibrary.org/obo/PR_000004089	http://purl.obolibrary.org/obo/UPHENO_0081719
http://purl.obolibrary.org/obo/CHEBI_12777	http://purl.obolibrary.org/obo/UPHENO_0066786
http://purl.obolibrary.org/obo/CHEBI_35584	http://purl.obolibrary.org/obo/UPHENO_0084757
http://purl.obolibrary.org/obo/PR_000003969	http://purl.obolibrary.org/obo/UPHENO_0066787
http://purl.obolibrary.org/obo/PR_000012234	http://purl.obolibrary.org/obo/UPHENO_0081720
http://purl.obolibrary.org/obo/PR_000003968	http://purl.obolibrary.org/obo/UPHENO_0080017
http://purl.obolibrary.org/obo/PR_Q12882	http://purl.obolibrary.org/obo/UPHENO_0081721
http://purl.obolibrary.org/obo/PR_P47989	http://purl.obolibrary.org/obo/UPHENO_0081722
