behavior_process	defined_class
http://purl.obolibrary.org/obo/NBO_0000313	http://purl.obolibrary.org/obo/UPHENO_0074360
http://purl.obolibrary.org/obo/NBO_0000339	http://purl.obolibrary.org/obo/UPHENO_0074367
http://purl.obolibrary.org/obo/NBO_0000604	http://purl.obolibrary.org/obo/UPHENO_0074396
http://purl.obolibrary.org/obo/NBO_0000616	http://purl.obolibrary.org/obo/UPHENO_0074397
http://purl.obolibrary.org/obo/NBO_0000075	http://purl.obolibrary.org/obo/UPHENO_0080063
http://purl.obolibrary.org/obo/NBO_0000043	http://purl.obolibrary.org/obo/UPHENO_0074398
http://purl.obolibrary.org/obo/NBO_0000233	http://purl.obolibrary.org/obo/UPHENO_0080064
