anatomical_entity	anatomical_entity_fused_with	defined_class
http://purl.obolibrary.org/obo/UBERON_0004331	http://purl.obolibrary.org/obo/UBERON_0004331	http://purl.obolibrary.org/obo/UPHENO_0078232
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0004248	http://purl.obolibrary.org/obo/UPHENO_0078233
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0004249	http://purl.obolibrary.org/obo/UPHENO_0078234
http://purl.obolibrary.org/obo/UBERON_0012476	http://purl.obolibrary.org/obo/UBERON_0012476	http://purl.obolibrary.org/obo/UPHENO_0078235
http://purl.obolibrary.org/obo/UBERON_0004329	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078236
http://purl.obolibrary.org/obo/UBERON_0012475	http://purl.obolibrary.org/obo/UBERON_0012475	http://purl.obolibrary.org/obo/UPHENO_0078237
http://purl.obolibrary.org/obo/UBERON_0004103	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078121
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0001075	http://purl.obolibrary.org/obo/UPHENO_0078122
http://purl.obolibrary.org/obo/UBERON_0013683	http://purl.obolibrary.org/obo/UBERON_0013684	http://purl.obolibrary.org/obo/UPHENO_0078238
http://purl.obolibrary.org/obo/UBERON_0004614	http://purl.obolibrary.org/obo/UBERON_0004615	http://purl.obolibrary.org/obo/UPHENO_0078239
http://purl.obolibrary.org/obo/UBERON_0003640	http://purl.obolibrary.org/obo/UBERON_0003640	http://purl.obolibrary.org/obo/UPHENO_0078240
http://purl.obolibrary.org/obo/UBERON_0003636	http://purl.obolibrary.org/obo/UBERON_0003636	http://purl.obolibrary.org/obo/UPHENO_0078241
http://purl.obolibrary.org/obo/UBERON_0003637	http://purl.obolibrary.org/obo/UBERON_0003637	http://purl.obolibrary.org/obo/UPHENO_0078242
http://purl.obolibrary.org/obo/UBERON_0004333	http://purl.obolibrary.org/obo/UBERON_0004333	http://purl.obolibrary.org/obo/UPHENO_0078243
http://purl.obolibrary.org/obo/UBERON_0004332	http://purl.obolibrary.org/obo/UBERON_0004332	http://purl.obolibrary.org/obo/UPHENO_0078244
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078125
http://purl.obolibrary.org/obo/UBERON_0004330	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078245
http://purl.obolibrary.org/obo/UBERON_0001466	http://purl.obolibrary.org/obo/UBERON_0001466	http://purl.obolibrary.org/obo/UPHENO_0078246
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0004332	http://purl.obolibrary.org/obo/UPHENO_0078247
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0004333	http://purl.obolibrary.org/obo/UPHENO_0078248
http://purl.obolibrary.org/obo/UBERON_0000979	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078249
http://purl.obolibrary.org/obo/UBERON_0004328	http://purl.obolibrary.org/obo/UBERON_0004320	http://purl.obolibrary.org/obo/UPHENO_0078250
http://purl.obolibrary.org/obo/UBERON_0001449	http://purl.obolibrary.org/obo/UBERON_0001449	http://purl.obolibrary.org/obo/UPHENO_0078251
http://purl.obolibrary.org/obo/UBERON_0002387	http://purl.obolibrary.org/obo/UBERON_0002387	http://purl.obolibrary.org/obo/UPHENO_0078252
http://purl.obolibrary.org/obo/UBERON_0002107	http://purl.obolibrary.org/obo/UBERON_0002048	http://purl.obolibrary.org/obo/UPHENO_0078253
http://purl.obolibrary.org/obo/UBERON_0004322	http://purl.obolibrary.org/obo/UBERON_0004323	http://purl.obolibrary.org/obo/UPHENO_0078254
http://purl.obolibrary.org/obo/UBERON_0003625	http://purl.obolibrary.org/obo/UBERON_0003624	http://purl.obolibrary.org/obo/UPHENO_0078255
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0011602	http://purl.obolibrary.org/obo/UPHENO_0078256
http://purl.obolibrary.org/obo/UBERON_0004321	http://purl.obolibrary.org/obo/UBERON_0004323	http://purl.obolibrary.org/obo/UPHENO_0078257
http://purl.obolibrary.org/obo/UBERON_0003633	http://purl.obolibrary.org/obo/UBERON_0003634	http://purl.obolibrary.org/obo/UPHENO_0078258
http://purl.obolibrary.org/obo/UBERON_0003634	http://purl.obolibrary.org/obo/UBERON_0003635	http://purl.obolibrary.org/obo/UPHENO_0078259
http://purl.obolibrary.org/obo/UBERON_0004324	http://purl.obolibrary.org/obo/UBERON_0004324	http://purl.obolibrary.org/obo/UPHENO_0078260
http://purl.obolibrary.org/obo/UBERON_0004328	http://purl.obolibrary.org/obo/UBERON_0004328	http://purl.obolibrary.org/obo/UPHENO_0078261
http://purl.obolibrary.org/obo/UBERON_0004323	http://purl.obolibrary.org/obo/UBERON_0004323	http://purl.obolibrary.org/obo/UPHENO_0078262
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0000982	http://purl.obolibrary.org/obo/UPHENO_0078139
http://purl.obolibrary.org/obo/UBERON_0002347	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078149
http://purl.obolibrary.org/obo/UBERON_0003867	http://purl.obolibrary.org/obo/UBERON_0003867	http://purl.obolibrary.org/obo/UPHENO_0078263
http://purl.obolibrary.org/obo/UBERON_0003868	http://purl.obolibrary.org/obo/UBERON_0003868	http://purl.obolibrary.org/obo/UPHENO_0078264
http://purl.obolibrary.org/obo/UBERON_0003631	http://purl.obolibrary.org/obo/UBERON_0003632	http://purl.obolibrary.org/obo/UPHENO_0078265
http://purl.obolibrary.org/obo/UBERON_0003632	http://purl.obolibrary.org/obo/UBERON_0003633	http://purl.obolibrary.org/obo/UPHENO_0078266
http://purl.obolibrary.org/obo/UBERON_0001448	http://purl.obolibrary.org/obo/UBERON_0001448	http://purl.obolibrary.org/obo/UPHENO_0078153
http://purl.obolibrary.org/obo/UBERON_0001447	http://purl.obolibrary.org/obo/UBERON_0001447	http://purl.obolibrary.org/obo/UPHENO_0078155
http://purl.obolibrary.org/obo/UBERON_0002389	http://purl.obolibrary.org/obo/UBERON_0002389	http://purl.obolibrary.org/obo/UPHENO_0078267
http://purl.obolibrary.org/obo/UBERON_0004320	http://purl.obolibrary.org/obo/UBERON_0004328	http://purl.obolibrary.org/obo/UPHENO_0078268
http://purl.obolibrary.org/obo/UBERON_0004329	http://purl.obolibrary.org/obo/UBERON_0004323	http://purl.obolibrary.org/obo/UPHENO_0078269
http://purl.obolibrary.org/obo/UBERON_0001445	http://purl.obolibrary.org/obo/UBERON_0001445	http://purl.obolibrary.org/obo/UPHENO_0078270
http://purl.obolibrary.org/obo/UBERON_0001442	http://purl.obolibrary.org/obo/UBERON_0001442	http://purl.obolibrary.org/obo/UPHENO_0078271
http://purl.obolibrary.org/obo/UBERON_0001446	http://purl.obolibrary.org/obo/UBERON_0001446	http://purl.obolibrary.org/obo/UPHENO_0078272
http://purl.obolibrary.org/obo/UBERON_0002413	http://purl.obolibrary.org/obo/UBERON_0002413	http://purl.obolibrary.org/obo/UPHENO_0078169
http://purl.obolibrary.org/obo/UBERON_0002414	http://purl.obolibrary.org/obo/UBERON_0002414	http://purl.obolibrary.org/obo/UPHENO_0078171
http://purl.obolibrary.org/obo/UBERON_0004329	http://purl.obolibrary.org/obo/UBERON_0004321	http://purl.obolibrary.org/obo/UPHENO_0078273
http://purl.obolibrary.org/obo/UBERON_0003866	http://purl.obolibrary.org/obo/UBERON_0003866	http://purl.obolibrary.org/obo/UPHENO_0078274
http://purl.obolibrary.org/obo/UBERON_0003862	http://purl.obolibrary.org/obo/UBERON_0003862	http://purl.obolibrary.org/obo/UPHENO_0078275
http://purl.obolibrary.org/obo/UBERON_0003620	http://purl.obolibrary.org/obo/UBERON_0003620	http://purl.obolibrary.org/obo/UPHENO_0078276
http://purl.obolibrary.org/obo/UBERON_0002234	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078277
http://purl.obolibrary.org/obo/UBERON_0003622	http://purl.obolibrary.org/obo/UBERON_0003623	http://purl.obolibrary.org/obo/UPHENO_0078278
http://purl.obolibrary.org/obo/UBERON_0003623	http://purl.obolibrary.org/obo/UBERON_0003624	http://purl.obolibrary.org/obo/UPHENO_0078279
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0004323	http://purl.obolibrary.org/obo/UPHENO_0078280
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0004324	http://purl.obolibrary.org/obo/UPHENO_0078281
http://purl.obolibrary.org/obo/UBERON_0004330	http://purl.obolibrary.org/obo/UBERON_0004323	http://purl.obolibrary.org/obo/UPHENO_0078282
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0004328	http://purl.obolibrary.org/obo/UPHENO_0078283
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0004321	http://purl.obolibrary.org/obo/UPHENO_0078284
http://purl.obolibrary.org/obo/UBERON_0004330	http://purl.obolibrary.org/obo/UBERON_0004322	http://purl.obolibrary.org/obo/UPHENO_0078285
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0002387	http://purl.obolibrary.org/obo/UPHENO_0078286
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0004322	http://purl.obolibrary.org/obo/UPHENO_0078287
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0002228	http://purl.obolibrary.org/obo/UPHENO_0078177
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0002389	http://purl.obolibrary.org/obo/UPHENO_0078288
http://purl.obolibrary.org/obo/UBERON_0002107	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078289
http://purl.obolibrary.org/obo/UBERON_0002228	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078184
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0000979	http://purl.obolibrary.org/obo/UPHENO_0078290
http://purl.obolibrary.org/obo/UBERON_0004311	http://purl.obolibrary.org/obo/UBERON_0004320	http://purl.obolibrary.org/obo/UPHENO_0078291
http://purl.obolibrary.org/obo/UBERON_0004314	http://purl.obolibrary.org/obo/UBERON_0004323	http://purl.obolibrary.org/obo/UPHENO_0078292
http://purl.obolibrary.org/obo/UBERON_0004312	http://purl.obolibrary.org/obo/UBERON_0004321	http://purl.obolibrary.org/obo/UPHENO_0078293
http://purl.obolibrary.org/obo/UBERON_0004313	http://purl.obolibrary.org/obo/UBERON_0004322	http://purl.obolibrary.org/obo/UPHENO_0078294
http://purl.obolibrary.org/obo/UBERON_0000982	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078188
http://purl.obolibrary.org/obo/UBERON_0003863	http://purl.obolibrary.org/obo/UBERON_0003863	http://purl.obolibrary.org/obo/UPHENO_0078295
http://purl.obolibrary.org/obo/UBERON_0003865	http://purl.obolibrary.org/obo/UBERON_0003864	http://purl.obolibrary.org/obo/UPHENO_0078296
http://purl.obolibrary.org/obo/UBERON_0004315	http://purl.obolibrary.org/obo/UBERON_0004315	http://purl.obolibrary.org/obo/UPHENO_0078297
http://purl.obolibrary.org/obo/UBERON_0001833	http://purl.obolibrary.org/obo/UBERON_0001833	http://purl.obolibrary.org/obo/UPHENO_0078191
http://purl.obolibrary.org/obo/UBERON_0001686	http://purl.obolibrary.org/obo/UBERON_0001686	http://purl.obolibrary.org/obo/UPHENO_0078298
http://purl.obolibrary.org/obo/UBERON_0001436	http://purl.obolibrary.org/obo/UBERON_0001436	http://purl.obolibrary.org/obo/UPHENO_0078299
http://purl.obolibrary.org/obo/UBERON_0002374	http://purl.obolibrary.org/obo/UBERON_0002374	http://purl.obolibrary.org/obo/UPHENO_0078193
http://purl.obolibrary.org/obo/UBERON_0002414	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078058
http://purl.obolibrary.org/obo/UBERON_0001446	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078300
http://purl.obolibrary.org/obo/UBERON_0003866	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078301
http://purl.obolibrary.org/obo/UBERON_0001435	http://purl.obolibrary.org/obo/UBERON_0001435	http://purl.obolibrary.org/obo/UPHENO_0078302
http://purl.obolibrary.org/obo/UBERON_0004316	http://purl.obolibrary.org/obo/UBERON_0003641	http://purl.obolibrary.org/obo/UPHENO_0078303
http://purl.obolibrary.org/obo/UBERON_0003623	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078304
http://purl.obolibrary.org/obo/UBERON_0003865	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078305
http://purl.obolibrary.org/obo/UBERON_0001686	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078306
http://purl.obolibrary.org/obo/UBERON_0002412	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078067
http://purl.obolibrary.org/obo/UBERON_0003622	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078307
http://purl.obolibrary.org/obo/UBERON_0002413	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078068
http://purl.obolibrary.org/obo/UBERON_0001445	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078308
http://purl.obolibrary.org/obo/UBERON_0003863	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078309
http://purl.obolibrary.org/obo/UBERON_0001442	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078310
http://purl.obolibrary.org/obo/UBERON_0003862	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078311
http://purl.obolibrary.org/obo/UBERON_0003620	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078312
http://purl.obolibrary.org/obo/UBERON_0004329	http://purl.obolibrary.org/obo/UBERON_0003647	http://purl.obolibrary.org/obo/UPHENO_0078313
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0003650	http://purl.obolibrary.org/obo/UPHENO_0078314
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0001436	http://purl.obolibrary.org/obo/UPHENO_0078315
http://purl.obolibrary.org/obo/UBERON_0002412	http://purl.obolibrary.org/obo/UBERON_0001075	http://purl.obolibrary.org/obo/UPHENO_0078316
http://purl.obolibrary.org/obo/UBERON_0001436	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078317
http://purl.obolibrary.org/obo/UBERON_0003634	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078318
http://purl.obolibrary.org/obo/UBERON_0004328	http://purl.obolibrary.org/obo/UBERON_0003646	http://purl.obolibrary.org/obo/UPHENO_0078319
http://purl.obolibrary.org/obo/UBERON_0003633	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078320
http://purl.obolibrary.org/obo/UBERON_0003632	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078321
http://purl.obolibrary.org/obo/UBERON_0003631	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078322
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0003862	http://purl.obolibrary.org/obo/UPHENO_0078323
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0003620	http://purl.obolibrary.org/obo/UPHENO_0078324
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0002414	http://purl.obolibrary.org/obo/UPHENO_0078088
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0001446	http://purl.obolibrary.org/obo/UPHENO_0078325
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0002413	http://purl.obolibrary.org/obo/UPHENO_0078089
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0001445	http://purl.obolibrary.org/obo/UPHENO_0078326
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0003623	http://purl.obolibrary.org/obo/UPHENO_0078327
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0003624	http://purl.obolibrary.org/obo/UPHENO_0078328
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0003866	http://purl.obolibrary.org/obo/UPHENO_0078329
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0001442	http://purl.obolibrary.org/obo/UPHENO_0078330
http://purl.obolibrary.org/obo/UBERON_0000979	http://purl.obolibrary.org/obo/UBERON_0000979	http://purl.obolibrary.org/obo/UPHENO_0078331
http://purl.obolibrary.org/obo/UBERON_0000982	http://purl.obolibrary.org/obo/UBERON_0000982	http://purl.obolibrary.org/obo/UPHENO_0078092
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0001448	http://purl.obolibrary.org/obo/UPHENO_0078094
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0001447	http://purl.obolibrary.org/obo/UPHENO_0078096
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0003863	http://purl.obolibrary.org/obo/UPHENO_0078332
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0003622	http://purl.obolibrary.org/obo/UPHENO_0078333
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0003864	http://purl.obolibrary.org/obo/UPHENO_0078334
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0001686	http://purl.obolibrary.org/obo/UPHENO_0078335
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0003867	http://purl.obolibrary.org/obo/UPHENO_0078336
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0001449	http://purl.obolibrary.org/obo/UPHENO_0078337
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0003868	http://purl.obolibrary.org/obo/UPHENO_0078338
http://purl.obolibrary.org/obo/UBERON_0004614	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078339
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0012475	http://purl.obolibrary.org/obo/UPHENO_0078340
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0013684	http://purl.obolibrary.org/obo/UPHENO_0078341
http://purl.obolibrary.org/obo/UBERON_0003641	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078342
http://purl.obolibrary.org/obo/UBERON_0001463	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078343
http://purl.obolibrary.org/obo/UBERON_0003640	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078344
http://purl.obolibrary.org/obo/UBERON_0003645	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078345
http://purl.obolibrary.org/obo/UBERON_0004338	http://purl.obolibrary.org/obo/UBERON_0003645	http://purl.obolibrary.org/obo/UPHENO_0078346
http://purl.obolibrary.org/obo/UBERON_0001466	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078347
http://purl.obolibrary.org/obo/UBERON_0004612	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078348
http://purl.obolibrary.org/obo/UBERON_0003642	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078349
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0012476	http://purl.obolibrary.org/obo/UPHENO_0078350
http://purl.obolibrary.org/obo/UBERON_0014889	http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UPHENO_0078351
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0002347	http://purl.obolibrary.org/obo/UPHENO_0078109
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0003638	http://purl.obolibrary.org/obo/UPHENO_0078352
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0003639	http://purl.obolibrary.org/obo/UPHENO_0078353
