anatomical_entity	entity	defined_class
http://purl.obolibrary.org/obo/CL_0000540	http://purl.obolibrary.org/obo/BFO_0000004	http://purl.obolibrary.org/obo/UPHENO_0084757
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/UBERON_0001384	http://purl.obolibrary.org/obo/UPHENO_0084757
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/BFO_0000004	http://purl.obolibrary.org/obo/UPHENO_0024906
http://purl.obolibrary.org/obo/CL_0000540	http://purl.obolibrary.org/obo/UBERON_0001384	http://purl.obolibrary.org/obo/UPHENO_0084757
