id	subject	predicate	object	relation	knowledge_source
urn:uuid:f5f81e0e-a6a3-4ea1-8759-d415d930ed65	HP:0003540	biolink:related_to	OBA:VT3000002	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:9923297a-5cb4-45ec-bc36-4517f169ba4d	HP:0003542	biolink:related_to	OBA:2050092	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:74cbce0f-f827-4d63-aefb-f005bc21f4e5	HP:0003547	biolink:related_to	OBA:0002440	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:04fb258a-5d4e-409b-a860-367f842f7e16	HP:0003549	biolink:related_to	OBA:VT0100002	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:0f757fda-5e0d-4fa2-a9de-8bf56014904a	HP:0003557	biolink:related_to	OBA:0002442	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:55d4e10f-6e61-42f7-8997-897790a16372	HP:0003641	biolink:related_to	OBA:VT0000315	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:825f5620-8cdf-4dc2-ab5d-a665a471a188	HP:0003712	biolink:related_to	OBA:0002402	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:a5d182a8-d59e-40f6-9d4d-f17f16fa64b5	HP:0003724	biolink:related_to	OBA:0002447	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:c4ef720e-978e-4a01-801d-4056986db628	HP:0003731	biolink:related_to	OBA:0002448	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:f459ab73-4d52-46d6-98f6-9650cb203ec7	HP:0003733	biolink:related_to	OBA:0002449	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:c256466b-e3b6-40e2-aa87-e4d483c67fee	HP:0003749	biolink:related_to	OBA:0002450	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:c40a1bed-0192-4af6-bb61-f69880d79407	HP:0003758	biolink:related_to	OBA:0002176	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:dc207c5d-3074-4aa8-aa6f-acc854684ba7	HP:0003778	biolink:related_to	OBA:0002451	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:e3706586-efcc-4611-ae19-bb0aa72d4283	HP:0003795	biolink:related_to	OBA:0002452	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:1a75924d-c5d8-4f38-a04c-ea2b3979fbf4	HP:0003797	biolink:related_to	OBA:0002454	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:5735262f-668d-4e3d-850c-3c08157330df	HP:0003808	biolink:related_to	OBA:VT0004142	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:1470d514-5c93-429b-90fa-8d0e50f7ed90	HP:0003832	biolink:related_to	OBA:1000445	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:ad2d7f7d-ee93-40f1-81dc-b18d751742ca	HP:0003843	biolink:related_to	OBA:0003165	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:932cb936-6ffc-48cd-8efd-e584bc7c4505	HP:0003864	biolink:related_to	OBA:0002457	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:f361fdbf-7133-4b91-a927-cb5d411d380a	HP:0003876	biolink:related_to	OBA:VT0010013	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:de5665b6-823a-4886-aa81-82ed94381bc9	HP:0003883	biolink:related_to	OBA:0002460	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:14e87061-3c0a-4c41-88b1-89da18db21d6	HP:0003886	biolink:related_to	OBA:VT1000280	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:59bb96f8-05e5-4780-b59f-738411324ee1	HP:0003887	biolink:related_to	OBA:0002655	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:6ec2580f-ce17-412f-869b-5c12053202e6	HP:0003889	biolink:related_to	OBA:1000272	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:23b757eb-c4fb-4225-9cb2-5867b2ff5a0a	HP:0003895	biolink:related_to	OBA:0002463	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:6d3e8826-7e79-4b1f-9398-3e71555cde7d	HP:0003898	biolink:related_to	OBA:0002465	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:e2ef53f9-a356-4381-a7bd-27f0c61bb917	HP:0003899	biolink:related_to	OBA:0002466	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:55e9132d-9fab-42f7-b4a8-425c69109d0a	HP:0003900	biolink:related_to	OBA:0002465	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:5158d676-bff1-45f7-ab53-57179e82700d	HP:0003902	biolink:related_to	OBA:0002467	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:da397047-9718-4f55-935c-d16b900468db	HP:0003917	biolink:related_to	OBA:0002470	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:73657f09-016e-4aa7-a6bd-6ef52b6a6c50	HP:0003924	biolink:related_to	OBA:0003365	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:af073ea9-7fd4-478d-83f4-cf36152cb34c	HP:0003935	biolink:related_to	OBA:0002474	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:9a54f3f8-6810-4cd1-aed2-ec8c67291203	HP:0003943	biolink:related_to	OBA:1000237	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:6d54140b-418d-4db0-a9ee-1cc9a1a81606	HP:0003944	biolink:related_to	OBA:0002475	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:6fe559a8-9f57-4eed-b9fb-31328847a22b	HP:0003953	biolink:related_to	OBA:0002476	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:b4e6ae32-e105-424b-ab28-f42377b7e6e7	HP:0003973	biolink:related_to	OBA:0002480	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:670fc8a6-570b-42c9-a798-2069ed7c5b3a	HP:0003974	biolink:related_to	OBA:0002481	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:ff3ecbd5-ad74-48e6-9ed7-533e3b3ef1d4	HP:0003982	biolink:related_to	OBA:0002484	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:cb0b684c-2821-48b0-b018-9e2d98a40840	HP:0003988	biolink:related_to	OBA:VT0004370	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:9d4214d4-7d27-4636-909a-cb62e80f1cb3	HP:0003990	biolink:related_to	OBA:0002488	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:1cee7d08-9445-45d2-945c-5701ec1a05ba	HP:0004002	biolink:related_to	OBA:0002494	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:a6ccbe15-85d9-4fda-bfd6-437cdaccd790	HP:0004005	biolink:related_to	OBA:0002496	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:855b2593-8e33-49af-91a2-b20d0b85253c	HP:0004006	biolink:related_to	OBA:0002497	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:f995d372-b61f-4ed2-89e9-7e8de85795f5	HP:0004010	biolink:related_to	OBA:0002496	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:c50763ff-80c7-49d8-afa3-40a98f7e34e2	HP:0004014	biolink:related_to	OBA:0002499	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:b1c29cbb-664f-4f50-9df4-70ebc60dd3f5	HP:0004026	biolink:related_to	OBA:0002503	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:030b70c8-e5bf-4656-9ee9-a19bb82e4c3b	HP:0004027	biolink:related_to	OBA:1000380	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:3d1957a3-d6b2-4222-907c-9caea64f08a6	HP:0004033	biolink:related_to	OBA:0002504	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:216435a9-2c9a-430b-8d2e-1004572a0b77	HP:0004036	biolink:related_to	OBA:0002506	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:ab0cbb06-ff3b-4fc5-acc9-05224dd9efd4	HP:0004044	biolink:related_to	OBA:0002508	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:b0800a25-e3e8-4432-9b86-f490c792f6eb	HP:0004047	biolink:related_to	OBA:0002510	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:5261f5bd-8ab7-4ffa-a652-01075458a0cd	HP:0004050	biolink:related_to	OBA:0002511	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:d83df14b-775b-498e-abdc-52b46f72ad06	HP:0004095	biolink:related_to	OBA:0002512	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:7e92decc-ea7c-4ae0-b620-de39da02a90c	HP:0004097	biolink:related_to	OBA:0002513	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:2d98b846-8247-4dad-904d-a8faa2ad5b2d	HP:0004172	biolink:related_to	OBA:1000526	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:08b8dbc1-15cb-4a49-88ff-05bfaf03a73d	HP:0004180	biolink:related_to	OBA:0002514	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:255ddc6b-711b-4206-a5a7-e22ed028c62f	HP:0004214	biolink:related_to	OBA:0002516	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:d6342a3c-6121-48ca-ade9-4a108dd3b9d8	HP:0004219	biolink:related_to	OBA:1000555	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:c51db75e-e2c2-42cd-ab80-a2045fa8339b	HP:0004220	biolink:related_to	OBA:0002517	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:d702473c-4f44-481b-bb1e-1c9e962ea371	HP:0004225	biolink:related_to	OBA:1000271	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:24bd3969-03d7-40d6-890b-6d47565873bc	HP:0004226	biolink:related_to	OBA:0002518	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:26bbad69-9675-4d88-87e6-8d4c08751ed4	HP:0004227	biolink:related_to	OBA:0002519	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:b02eb495-8142-4af3-a947-6d0a7c3dd704	HP:0004232	biolink:related_to	OBA:0002521	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:a8fb148b-11d0-47d9-923a-1d6cedb84ad9	HP:0004237	biolink:related_to	OBA:0002213	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:b5670e85-16f5-401b-961b-98fd92f1f23c	HP:0004244	biolink:related_to	OBA:0002524	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:f4668f72-fc61-440a-962c-57628922725c	HP:0004247	biolink:related_to	OBA:0002525	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:84926430-3312-4978-8dfb-dec5e65051ef	HP:0004249	biolink:related_to	OBA:0002526	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:2af147da-c5d9-41b5-baa9-b90e95a0cec3	HP:0004255	biolink:related_to	OBA:0002528	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:fce24f0d-cd1f-4a3f-8bac-d52dfda4577a	HP:0004258	biolink:related_to	OBA:0002529	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:ebacbc12-7715-4e8b-819d-6a6f8c503845	HP:0004260	biolink:related_to	OBA:0002530	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:ac441a66-ad9c-41d2-83af-a72fd4c40ffa	HP:0004263	biolink:related_to	OBA:0002531	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:2ca4d687-89b0-4d10-a705-fae829c380ca	HP:0004279	biolink:related_to	OBA:1000050	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:caa4083f-1ff1-4c4e-a5fb-12cb7fce2015	HP:0004283	biolink:related_to	OBA:0002187	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:357f12e9-c5f3-4de9-a6ee-6bd64ba45fe7	HP:0004295	biolink:related_to	OBA:VT0005209	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:e0705e65-e0c3-4183-804f-d2b6e34f83c7	HP:0004298	biolink:related_to	OBA:1000561	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:01bc1db8-2fa6-45ce-abe8-4b64f31e814d	HP:0004303	biolink:related_to	OBA:VT0003084	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:7151fcd6-e570-42ef-aa74-3f1e016bad5b	HP:0004305	biolink:related_to	OBA:1000612	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:ad2e854d-23f7-40a0-8f31-90640904be3a	HP:0004306	biolink:related_to	OBA:VT0003974	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:d6862130-3b34-466f-b571-5b6965bace1c	HP:0004311	biolink:related_to	OBA:VT0002446	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:0b03e7d5-af59-489d-ab6f-ddd7d7c12a57	HP:0004312	biolink:related_to	OBA:VT0002424	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:dbcd37ab-4468-4fc2-82a5-bda44bc938fd	HP:0004323	biolink:related_to	OBA:VT0001259	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:dc44521a-e895-413b-98df-a30d3fef1da1	HP:0004327	biolink:related_to	OBA:VT0002699	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:3d64500f-e85c-4368-b1d9-4e4d6269ce28	HP:0004332	biolink:related_to	OBA:VT0002619	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:1ee799a0-a01c-4b48-9e95-8ca9c7e453c8	HP:0004334	biolink:related_to	OBA:0002168	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:9f163f78-5346-4c1c-a7b7-dbca1530e36a	HP:0004337	biolink:related_to	OBA:1000232	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:7f45ac92-57e5-40d8-b46c-e04fbb0ce63c	HP:0004341	biolink:related_to	OBA:1000542	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:95110418-f5ee-40a7-841b-6bb1408d0085	HP:0004343	biolink:related_to	OBA:1000466	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:a69f5b17-96bc-4c64-a675-07b472754abc	HP:0004345	biolink:related_to	OBA:1000270	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:c6e2ea00-1b4e-4410-a0af-bcdbb2403e5e	HP:0004347	biolink:related_to	OBA:0002533	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:260e288c-6ce0-4760-acc2-6b7cfc1e0b89	HP:0004348	biolink:related_to	OBA:VT0005007	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:0fbd1a5c-2b2f-4893-abc0-cfa3551d643d	HP:0004352	biolink:related_to	OBA:2050078	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:a9de6d82-e6dd-4442-8c94-febd288bd485	HP:0004356	biolink:related_to	OBA:0003789	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:246f4ecb-7dc5-491f-9116-87dda82aafe0	HP:0004357	biolink:related_to	OBA:2050078	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:c1d402ac-fd25-4a26-af12-7b22c76544f3	HP:0004358	biolink:related_to	OBA:1000585	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:9041a4d4-5e61-425d-a163-9396cefaeb1c	HP:0004359	biolink:related_to	OBA:VT0001553	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:77d378d9-5600-4485-a4e0-ff4c6e669806	HP:0004360	biolink:related_to	OBA:2045433	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:feb32150-ca9d-429f-b4e5-9a9e34fc4db2	HP:0004361	biolink:related_to	OBA:VT0005667	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:e1093511-2d54-4fe4-bcac-91d54eff5a58	HP:0004363	biolink:related_to	OBA:VT0001562	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:6d55bbf1-24df-42f3-8612-01bc9671d6ff	HP:0004365	biolink:related_to	OBA:2050078	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:e2bf2247-803f-4868-ba03-bf02897833a7	HP:0004366	biolink:related_to	OBA:1000452	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:157a0ddf-7d98-4e9d-9e9e-0d00406661ac	HP:0004366	biolink:related_to	OBA:1000604	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:16424c7e-f449-40d6-8e5a-e7eb5682d257	HP:0004366	biolink:related_to	OBA:VT0003806	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:4819ab9b-6cf3-4d80-9056-237d19c2715c	HP:0004370	biolink:related_to	OBA:1000356	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:9941f285-98c4-4e33-aae4-96fdf3c5fd9d	HP:0004380	biolink:related_to	OBA:0002534	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:896c4334-f47d-4840-b0a1-1a4f1daa716f	HP:0004382	biolink:related_to	OBA:0002535	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:615bc980-91f4-40f8-b685-d3ebd056af1d	HP:0004388	biolink:related_to	OBA:VT0002731	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:2880d93c-f8e7-4dd4-a37e-4852366d7856	HP:0004408	biolink:related_to	OBA:0002537	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:ab24f612-1afe-4c7c-9e7b-58c530e72a10	HP:0004409	biolink:related_to	OBA:0002538	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:ba933a21-a555-444b-9e58-54ff750cfd18	HP:0004425	biolink:related_to	OBA:0002540	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:565b52d7-4f74-4a54-a63a-89fee498ce7f	HP:0004438	biolink:related_to	OBA:0002541	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:32b4cd00-5992-4a10-8c60-b94adc67e64d	HP:0004447	biolink:related_to	OBA:VT0002641	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:0f641e34-677e-493f-9e2a-eb867c7df00b	HP:0004452	biolink:related_to	OBA:1000265	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:41d069ea-71c3-44b1-8fab-a14b1ed87547	HP:0004458	biolink:related_to	OBA:0002543	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:54b1915a-18df-4c3f-8ec4-907519fed3f1	HP:0004490	biolink:related_to	OBA:0002348	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:a7537622-2db3-4c90-9e44-3b31b8547aec	HP:0004491	biolink:related_to	OBA:0002545	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:3c6d1647-6712-4532-9468-2f6ad14b1338	HP:0004493	biolink:related_to	OBA:0002546	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:0c2d57d3-91eb-45e7-bf2a-a342603d3898	HP:0004523	biolink:related_to	OBA:0002549	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:b90e326e-cc75-4c7a-935a-6e972a36b57f	HP:0004563	biolink:related_to	OBA:0002550	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:bd6a22a5-1d1e-4a9c-ad00-2a13027a68bb	HP:0004576	biolink:related_to	OBA:0002417	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:4478d2fa-afcd-4cef-8308-62d3e4c30f43	HP:0004582	biolink:related_to	OBA:0002553	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:c715f83b-20bf-4039-a245-9cf175fd18a7	HP:0004586	biolink:related_to	OBA:0002554	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:e39703e6-5b5c-4781-b12d-a368673e463c	HP:0004589	biolink:related_to	OBA:0002555	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:698b1ce0-23a6-4ec3-a477-a298ee318f21	HP:0004591	biolink:related_to	OBA:0002416	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:d37995ac-8eb8-4dad-a9b5-5af557fa5f6e	HP:0004592	biolink:related_to	OBA:0002557	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:cb4997c8-97ab-426e-8012-929450ebae31	HP:0004614	biolink:related_to	OBA:0002560	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:0c431a60-7dbd-4c14-b75b-682c3918c1bf	HP:0004621	biolink:related_to	OBA:0002562	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:522ea4d4-fc90-4251-b05c-cf77bd0a9bf8	HP:0004661	biolink:related_to	OBA:0002563	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:0e7e20c7-85ae-4ed8-ab6b-70fb988db7d5	HP:0004679	biolink:related_to	OBA:0002564	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:78ee5a32-5e93-458f-b532-4b0f0634136e	HP:0004686	biolink:related_to	OBA:0002565	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:ae20b937-10ea-4f81-9798-faa0ed930d08	HP:0004689	biolink:related_to	OBA:0002567	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:99dcb520-09d1-4762-92c7-578bd0685cbc	HP:0004690	biolink:related_to	OBA:0002568	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:ee22e13c-c305-4b79-b1e8-f06f7366e69c	HP:0004699	biolink:related_to	OBA:VT1000688	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:59fc44ff-3b2c-4544-83cc-eacda938bb33	HP:0004704	biolink:related_to	OBA:0002569	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:7279ee24-e5f4-4f23-b177-b865b9ef276a	HP:0004712	biolink:related_to	OBA:0002570	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:b4e0f898-c956-431f-9264-3becbdad73f0	HP:0004742	biolink:related_to	OBA:1000587	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:91b790a2-958e-4502-aa5e-5c1e374e0664	HP:0004785	biolink:related_to	OBA:0002571	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:3bd4b172-e10c-47ad-b6cb-2a3dde68db58	HP:0004794	biolink:related_to	OBA:0002573	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:4e16e992-a2b3-49db-b454-7d2cb50036d1	HP:0004823	biolink:related_to	OBA:VT0000248	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:aa0041d1-a78a-4e32-a99f-49d05d2e95f9	HP:0004878	biolink:related_to	OBA:0002574	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:096ab62a-b57c-41c1-a1d4-8d5883fd6b69	HP:0004890	biolink:related_to	OBA:VT0000183	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:dd562ddb-5bd0-4f73-a7e9-1e1ffc23e35a	HP:0004915	biolink:related_to	OBA:0002575	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:7671d1b3-ebea-401c-aca4-ec558db03bc0	HP:0004921	biolink:related_to	OBA:VT0001771	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:29b554f2-18ec-4164-8ee1-4e18eb0366b8	HP:0004960	biolink:related_to	OBA:0002578	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:eb32cc48-da40-403e-b553-6a344e21c93c	HP:0004962	biolink:related_to	OBA:0002579	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:0d7ac3fe-e8fc-4fed-a6d4-9a1607486714	HP:0004963	biolink:related_to	OBA:0002580	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:a4f69e5c-7ea1-4263-999c-fea50c9bb3cf	HP:0004979	biolink:related_to	OBA:0002380	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:9c9c2cb1-be2f-4931-a573-dd7e22b7d6da	HP:0005004	biolink:related_to	OBA:0002585	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:14bad4dc-0eca-4e18-a4c1-2cd2701eb651	HP:0005013	biolink:related_to	OBA:0002586	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:50a8eaf9-43ad-4d6a-8434-3246a8b5c401	HP:0005019	biolink:related_to	OBA:0002587	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:f5bb3735-ff52-433a-b045-8389ceeade5d	HP:0005035	biolink:related_to	OBA:0002588	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:f9677d5b-dd70-4840-8423-081031ee332c	HP:0005067	biolink:related_to	OBA:0002590	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:95831b42-414e-4fba-9920-2e19779f6d1d	HP:0005068	biolink:related_to	OBA:0002591	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:f219c9f6-2f79-495f-9ce6-81a79fbe59c8	HP:0005089	biolink:related_to	OBA:0100002	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:e91f3d5e-584a-4905-a47e-fe7d73f3523d	HP:0005093	biolink:related_to	OBA:0002592	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:e610fe7c-5bb7-4747-916c-3b7ac0eddd47	HP:0005102	biolink:related_to	OBA:0002593	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:b3c5ffe4-13f1-4a5c-8e71-cfadddc034ba	HP:0005103	biolink:related_to	OBA:0002594	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:f02ece90-8f93-4c22-aaca-74140d27b0f7	HP:0005105	biolink:related_to	OBA:2045412	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:3cc0c929-5b04-4854-a1fa-0fb9a65fc259	HP:0005106	biolink:related_to	OBA:1000479	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:7c7f820d-d74c-49e9-8ddf-ea263b586785	HP:0005120	biolink:related_to	OBA:VT0003105	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:8f02b15c-5db9-4c48-b301-6bab8afd8082	HP:0005134	biolink:related_to	OBA:0002599	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:5a381f0b-9cbc-46c0-b850-9a8591318ea0	HP:0005164	biolink:related_to	OBA:0002235	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:97a76af3-196e-4b56-9723-24bb05bdac38	HP:0005176	biolink:related_to	OBA:0002238	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:43cebeb8-3f35-4a7e-a1f8-5bdf624f3c91	HP:0005199	biolink:related_to	OBA:0002605	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:46d35630-aa43-429c-b1ed-c7d4a919d149	HP:0005207	biolink:related_to	OBA:VT0010199	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:ae9429a4-d99a-4f99-944c-cb6bce0372e7	HP:0005209	biolink:related_to	OBA:0002606	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:8cb3c2d7-fa20-4933-bb35-b6b645fae83b	HP:0005211	biolink:related_to	OBA:0002607	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:10f19ac5-7778-4fd0-b994-540d9efa17e7	HP:0005213	biolink:related_to	OBA:0002608	UPHENO:phenotypeToTrait	upheno-oba.json
urn:uuid:762d7b08-5564-4c0a-92d8-9e5cd9fec487	HP:0005232	biolink:related_to	OBA:0002612	UPHENO:phenotypeToTrait	upheno-oba.json
