cellular_component	defined_class
http://purl.obolibrary.org/obo/GO_0005773	http://purl.obolibrary.org/obo/UPHENO_0067693
http://purl.obolibrary.org/obo/GO_0005694	http://purl.obolibrary.org/obo/UPHENO_0067694
http://purl.obolibrary.org/obo/GO_0044224	http://purl.obolibrary.org/obo/UPHENO_0067695
http://purl.obolibrary.org/obo/GO_0030017	http://purl.obolibrary.org/obo/UPHENO_0067696
http://purl.obolibrary.org/obo/GO_0030018	http://purl.obolibrary.org/obo/UPHENO_0067697
http://purl.obolibrary.org/obo/GO_0032437	http://purl.obolibrary.org/obo/UPHENO_0067698
http://purl.obolibrary.org/obo/GO_0005777	http://purl.obolibrary.org/obo/UPHENO_0067699
http://purl.obolibrary.org/obo/GO_0097470	http://purl.obolibrary.org/obo/UPHENO_0067700
http://purl.obolibrary.org/obo/GO_0005730	http://purl.obolibrary.org/obo/UPHENO_0067701
http://purl.obolibrary.org/obo/GO_0031985	http://purl.obolibrary.org/obo/UPHENO_0067702
http://purl.obolibrary.org/obo/GO_0005813	http://purl.obolibrary.org/obo/UPHENO_0067703
http://purl.obolibrary.org/obo/GO_0001533	http://purl.obolibrary.org/obo/UPHENO_0067704
http://purl.obolibrary.org/obo/GO_0005856	http://purl.obolibrary.org/obo/UPHENO_0067705
http://purl.obolibrary.org/obo/GO_0005815	http://purl.obolibrary.org/obo/UPHENO_0067706
http://purl.obolibrary.org/obo/GO_0005739	http://purl.obolibrary.org/obo/UPHENO_0067707
http://purl.obolibrary.org/obo/GO_0032279	http://purl.obolibrary.org/obo/UPHENO_0067708
http://purl.obolibrary.org/obo/GO_0098846	http://purl.obolibrary.org/obo/UPHENO_0067709
http://purl.obolibrary.org/obo/GO_0032391	http://purl.obolibrary.org/obo/UPHENO_0067710
http://purl.obolibrary.org/obo/GO_0015629	http://purl.obolibrary.org/obo/UPHENO_0067711
http://purl.obolibrary.org/obo/GO_0005783	http://purl.obolibrary.org/obo/UPHENO_0067712
http://purl.obolibrary.org/obo/GO_0045202	http://purl.obolibrary.org/obo/UPHENO_0067713
http://purl.obolibrary.org/obo/GO_0005743	http://purl.obolibrary.org/obo/UPHENO_0067714
http://purl.obolibrary.org/obo/GO_0001669	http://purl.obolibrary.org/obo/UPHENO_0067716
http://purl.obolibrary.org/obo/GO_0097208	http://purl.obolibrary.org/obo/UPHENO_0067717
http://purl.obolibrary.org/obo/GO_0031012	http://purl.obolibrary.org/obo/UPHENO_0067718
http://purl.obolibrary.org/obo/GO_0031091	http://purl.obolibrary.org/obo/UPHENO_0067719
http://purl.obolibrary.org/obo/GO_0043229	http://purl.obolibrary.org/obo/UPHENO_0085968
http://purl.obolibrary.org/obo/GO_0033391	http://purl.obolibrary.org/obo/UPHENO_0089913
http://purl.obolibrary.org/obo/GO_0033270	http://purl.obolibrary.org/obo/UPHENO_0067720
http://purl.obolibrary.org/obo/GO_0044307	http://purl.obolibrary.org/obo/UPHENO_0067729
http://purl.obolibrary.org/obo/GO_0005770	http://purl.obolibrary.org/obo/UPHENO_0067736
http://purl.obolibrary.org/obo/GO_0044840	http://purl.obolibrary.org/obo/UPHENO_0067737
http://purl.obolibrary.org/obo/GO_0005930	http://purl.obolibrary.org/obo/UPHENO_0067738
http://purl.obolibrary.org/obo/GO_0031965	http://purl.obolibrary.org/obo/UPHENO_0067739
http://purl.obolibrary.org/obo/GO_0005911	http://purl.obolibrary.org/obo/UPHENO_0067740
http://purl.obolibrary.org/obo/GO_0030054	http://purl.obolibrary.org/obo/UPHENO_0067741
http://purl.obolibrary.org/obo/GO_0031982	http://purl.obolibrary.org/obo/UPHENO_0067742
http://purl.obolibrary.org/obo/GO_0055037	http://purl.obolibrary.org/obo/UPHENO_0067743
http://purl.obolibrary.org/obo/GO_0043186	http://purl.obolibrary.org/obo/UPHENO_0067744
http://purl.obolibrary.org/obo/GO_0070160	http://purl.obolibrary.org/obo/UPHENO_0067745
http://purl.obolibrary.org/obo/GO_0005884	http://purl.obolibrary.org/obo/UPHENO_0067746
http://purl.obolibrary.org/obo/GO_0005769	http://purl.obolibrary.org/obo/UPHENO_0067747
http://purl.obolibrary.org/obo/GO_0005768	http://purl.obolibrary.org/obo/UPHENO_0067748
http://purl.obolibrary.org/obo/GO_0000932	http://purl.obolibrary.org/obo/UPHENO_0067749
http://purl.obolibrary.org/obo/GO_0060109	http://purl.obolibrary.org/obo/UPHENO_0067750
http://purl.obolibrary.org/obo/GO_0060107	http://purl.obolibrary.org/obo/UPHENO_0067751
http://purl.obolibrary.org/obo/GO_0043226	http://purl.obolibrary.org/obo/UPHENO_0084004
http://purl.obolibrary.org/obo/GO_0000331	http://purl.obolibrary.org/obo/UPHENO_0084005
http://purl.obolibrary.org/obo/GO_0005635	http://purl.obolibrary.org/obo/UPHENO_0084006
http://purl.obolibrary.org/obo/GO_0000776	http://purl.obolibrary.org/obo/UPHENO_0082034
http://purl.obolibrary.org/obo/GO_0000324	http://purl.obolibrary.org/obo/UPHENO_0082035
http://purl.obolibrary.org/obo/GO_0030998	http://purl.obolibrary.org/obo/UPHENO_0082036
http://purl.obolibrary.org/obo/GO_0005619	http://purl.obolibrary.org/obo/UPHENO_0082037
http://purl.obolibrary.org/obo/GO_0005938	http://purl.obolibrary.org/obo/UPHENO_0082038
http://purl.obolibrary.org/obo/GO_0005937	http://purl.obolibrary.org/obo/UPHENO_0082039
http://purl.obolibrary.org/obo/GO_0005816	http://purl.obolibrary.org/obo/UPHENO_0082040
http://purl.obolibrary.org/obo/GO_0005819	http://purl.obolibrary.org/obo/UPHENO_0082041
http://purl.obolibrary.org/obo/GO_0009277	http://purl.obolibrary.org/obo/UPHENO_0082042
http://purl.obolibrary.org/obo/GO_0005811	http://purl.obolibrary.org/obo/UPHENO_0082043
