entity	defined_class
http://purl.obolibrary.org/obo/CHEBI_4046	http://purl.obolibrary.org/obo/UPHENO_0078744
http://purl.obolibrary.org/obo/CHEBI_18243	http://purl.obolibrary.org/obo/UPHENO_0078745
http://purl.obolibrary.org/obo/CHEBI_22977	http://purl.obolibrary.org/obo/UPHENO_0078746
http://purl.obolibrary.org/obo/CHEBI_7035	http://purl.obolibrary.org/obo/UPHENO_0078747
http://purl.obolibrary.org/obo/BFO_0000001	http://purl.obolibrary.org/obo/UPHENO_0082030
http://purl.obolibrary.org/obo/CHEBI_18723	http://purl.obolibrary.org/obo/UPHENO_0078748
http://purl.obolibrary.org/obo/CHEBI_5615	http://purl.obolibrary.org/obo/UPHENO_0078749
http://purl.obolibrary.org/obo/CHEBI_35623	http://purl.obolibrary.org/obo/UPHENO_0078750
http://purl.obolibrary.org/obo/CHEBI_4887	http://purl.obolibrary.org/obo/UPHENO_0078751
http://purl.obolibrary.org/obo/CHEBI_5118	http://purl.obolibrary.org/obo/UPHENO_0078752
http://purl.obolibrary.org/obo/CHEBI_28694	http://purl.obolibrary.org/obo/UPHENO_0078753
http://purl.obolibrary.org/obo/CHEBI_27363	http://purl.obolibrary.org/obo/UPHENO_0078754
http://purl.obolibrary.org/obo/CHEBI_28790	http://purl.obolibrary.org/obo/UPHENO_0078755
http://purl.obolibrary.org/obo/CHEBI_50949	http://purl.obolibrary.org/obo/UPHENO_0078756
http://purl.obolibrary.org/obo/CHEBI_3638	http://purl.obolibrary.org/obo/UPHENO_0078757
http://purl.obolibrary.org/obo/CHEBI_28112	http://purl.obolibrary.org/obo/UPHENO_0078758
http://purl.obolibrary.org/obo/CHEBI_4290	http://purl.obolibrary.org/obo/UPHENO_0078759
http://purl.obolibrary.org/obo/CHEBI_23888	http://purl.obolibrary.org/obo/UPHENO_0078760
http://purl.obolibrary.org/obo/CHEBI_18291	http://purl.obolibrary.org/obo/UPHENO_0078761
http://purl.obolibrary.org/obo/CHEBI_51137	http://purl.obolibrary.org/obo/UPHENO_0078762
http://purl.obolibrary.org/obo/CHEBI_46345	http://purl.obolibrary.org/obo/UPHENO_0078763
http://purl.obolibrary.org/obo/CHEBI_24431	http://purl.obolibrary.org/obo/UPHENO_0078764
http://purl.obolibrary.org/obo/CHEBI_47499	http://purl.obolibrary.org/obo/UPHENO_0078765
http://purl.obolibrary.org/obo/CHEBI_6432	http://purl.obolibrary.org/obo/UPHENO_0078766
