biological_process	defined_class
http://purl.obolibrary.org/obo/GO_0007625	http://purl.obolibrary.org/obo/UPHENO_0078680
http://purl.obolibrary.org/obo/GO_0000278	http://purl.obolibrary.org/obo/UPHENO_0050313
http://purl.obolibrary.org/obo/GO_0050975	http://purl.obolibrary.org/obo/UPHENO_0050208
http://purl.obolibrary.org/obo/GO_0007623	http://purl.obolibrary.org/obo/UPHENO_0049593
http://purl.obolibrary.org/obo/GO_0007628	http://purl.obolibrary.org/obo/UPHENO_0088296
http://purl.obolibrary.org/obo/GO_0006979	http://purl.obolibrary.org/obo/UPHENO_0049674
http://purl.obolibrary.org/obo/GO_0007626	http://purl.obolibrary.org/obo/UPHENO_0050571
http://purl.obolibrary.org/obo/GO_0060361	http://purl.obolibrary.org/obo/UPHENO_0078681
http://purl.obolibrary.org/obo/GO_0042594	http://purl.obolibrary.org/obo/UPHENO_0049906
http://purl.obolibrary.org/obo/GO_0007620	http://purl.obolibrary.org/obo/UPHENO_0049597
http://purl.obolibrary.org/obo/GO_0006970	http://purl.obolibrary.org/obo/UPHENO_0049681
http://purl.obolibrary.org/obo/GO_0009409	http://purl.obolibrary.org/obo/UPHENO_0078682
http://purl.obolibrary.org/obo/GO_0000910	http://purl.obolibrary.org/obo/UPHENO_0050076
http://purl.obolibrary.org/obo/GO_0009408	http://purl.obolibrary.org/obo/UPHENO_0049999
http://purl.obolibrary.org/obo/GO_0018991	http://purl.obolibrary.org/obo/UPHENO_0049603
http://purl.obolibrary.org/obo/GO_0048060	http://purl.obolibrary.org/obo/UPHENO_0078683
http://purl.obolibrary.org/obo/GO_0007613	http://purl.obolibrary.org/obo/UPHENO_0050579
http://purl.obolibrary.org/obo/GO_0007614	http://purl.obolibrary.org/obo/UPHENO_0080607
http://purl.obolibrary.org/obo/GO_0007612	http://purl.obolibrary.org/obo/UPHENO_0049612
http://purl.obolibrary.org/obo/GO_0007617	http://purl.obolibrary.org/obo/UPHENO_0049614
http://purl.obolibrary.org/obo/GO_0007618	http://purl.obolibrary.org/obo/UPHENO_0049615
http://purl.obolibrary.org/obo/GO_0042060	http://purl.obolibrary.org/obo/UPHENO_0050846
http://purl.obolibrary.org/obo/GO_0007615	http://purl.obolibrary.org/obo/UPHENO_0080608
http://purl.obolibrary.org/obo/GO_0007616	http://purl.obolibrary.org/obo/UPHENO_0080609
http://purl.obolibrary.org/obo/GO_0043153	http://purl.obolibrary.org/obo/UPHENO_0078684
http://purl.obolibrary.org/obo/GO_0035648	http://purl.obolibrary.org/obo/UPHENO_0078685
http://purl.obolibrary.org/obo/GO_0007610	http://purl.obolibrary.org/obo/UPHENO_0049622
http://purl.obolibrary.org/obo/GO_0008344	http://purl.obolibrary.org/obo/UPHENO_0051428
http://purl.obolibrary.org/obo/GO_0007530	http://purl.obolibrary.org/obo/UPHENO_0050096
http://purl.obolibrary.org/obo/GO_0008345	http://purl.obolibrary.org/obo/UPHENO_0051430
http://purl.obolibrary.org/obo/GO_0016049	http://purl.obolibrary.org/obo/UPHENO_0050012
http://purl.obolibrary.org/obo/GO_0009950	http://purl.obolibrary.org/obo/UPHENO_0050167
http://purl.obolibrary.org/obo/GO_0009798	http://purl.obolibrary.org/obo/UPHENO_0050169
http://purl.obolibrary.org/obo/GO_0008150	http://purl.obolibrary.org/obo/UPHENO_0049587
http://purl.obolibrary.org/obo/GO_0007619	http://purl.obolibrary.org/obo/UPHENO_0078667
http://purl.obolibrary.org/obo/GO_0030431	http://purl.obolibrary.org/obo/UPHENO_0050855
http://purl.obolibrary.org/obo/GO_0008219	http://purl.obolibrary.org/obo/UPHENO_0050027
http://purl.obolibrary.org/obo/GO_0007600	http://purl.obolibrary.org/obo/UPHENO_0050620
http://purl.obolibrary.org/obo/GO_0050953	http://purl.obolibrary.org/obo/UPHENO_0050236
http://purl.obolibrary.org/obo/GO_0007605	http://purl.obolibrary.org/obo/UPHENO_0050625
http://purl.obolibrary.org/obo/GO_0006955	http://purl.obolibrary.org/obo/UPHENO_0049759
http://purl.obolibrary.org/obo/GO_0048512	http://purl.obolibrary.org/obo/UPHENO_0049633
http://purl.obolibrary.org/obo/GO_0007562	http://purl.obolibrary.org/obo/UPHENO_0078686
http://purl.obolibrary.org/obo/GO_0042331	http://purl.obolibrary.org/obo/UPHENO_0051095
http://purl.obolibrary.org/obo/GO_0006950	http://purl.obolibrary.org/obo/UPHENO_0049588
http://purl.obolibrary.org/obo/GO_0007049	http://purl.obolibrary.org/obo/UPHENO_0049952
http://purl.obolibrary.org/obo/GO_0016477	http://purl.obolibrary.org/obo/UPHENO_0049643
http://purl.obolibrary.org/obo/GO_0006281	http://purl.obolibrary.org/obo/UPHENO_0051124
http://purl.obolibrary.org/obo/GO_0008062	http://purl.obolibrary.org/obo/UPHENO_0078687
http://purl.obolibrary.org/obo/GO_0050909	http://purl.obolibrary.org/obo/UPHENO_0078688
http://purl.obolibrary.org/obo/GO_0009266	http://purl.obolibrary.org/obo/UPHENO_0049885
http://purl.obolibrary.org/obo/GO_0051321	http://purl.obolibrary.org/obo/UPHENO_0078653
http://purl.obolibrary.org/obo/GO_0007608	http://purl.obolibrary.org/obo/UPHENO_0078689
http://purl.obolibrary.org/obo/GO_0007635	http://purl.obolibrary.org/obo/UPHENO_0049648
http://purl.obolibrary.org/obo/GO_0007634	http://purl.obolibrary.org/obo/UPHENO_0050588
http://purl.obolibrary.org/obo/GO_0048265	http://purl.obolibrary.org/obo/UPHENO_0078690
http://purl.obolibrary.org/obo/GO_0072375	http://purl.obolibrary.org/obo/UPHENO_0080610
http://purl.obolibrary.org/obo/GO_0007637	http://purl.obolibrary.org/obo/UPHENO_0078691
http://purl.obolibrary.org/obo/GO_0043052	http://purl.obolibrary.org/obo/UPHENO_0049656
http://purl.obolibrary.org/obo/GO_0007155	http://purl.obolibrary.org/obo/UPHENO_0049969
http://purl.obolibrary.org/obo/GO_0045475	http://purl.obolibrary.org/obo/UPHENO_0050594
http://purl.obolibrary.org/obo/GO_0007631	http://purl.obolibrary.org/obo/UPHENO_0049664
http://purl.obolibrary.org/obo/GO_0007632	http://purl.obolibrary.org/obo/UPHENO_0050596
http://purl.obolibrary.org/obo/GO_0007113	http://purl.obolibrary.org/obo/UPHENO_0078692
http://purl.obolibrary.org/obo/GO_0007630	http://purl.obolibrary.org/obo/UPHENO_0078693
http://purl.obolibrary.org/obo/GO_0045433	http://purl.obolibrary.org/obo/UPHENO_0078694
http://purl.obolibrary.org/obo/GO_0035187	http://purl.obolibrary.org/obo/UPHENO_0078695
http://purl.obolibrary.org/obo/GO_0001736	http://purl.obolibrary.org/obo/UPHENO_0078678
http://purl.obolibrary.org/obo/GO_0055116	http://purl.obolibrary.org/obo/UPHENO_0078696
http://purl.obolibrary.org/obo/GO_0055115	http://purl.obolibrary.org/obo/UPHENO_0050136
