molecular_function	defined_class
http://purl.obolibrary.org/obo/GO_0005096	http://purl.obolibrary.org/obo/UPHENO_0089931
http://purl.obolibrary.org/obo/GO_0004096	http://purl.obolibrary.org/obo/UPHENO_0048668
http://purl.obolibrary.org/obo/GO_0005085	http://purl.obolibrary.org/obo/UPHENO_0083282
http://purl.obolibrary.org/obo/GO_0004383	http://purl.obolibrary.org/obo/UPHENO_0083283
http://purl.obolibrary.org/obo/GO_0047555	http://purl.obolibrary.org/obo/UPHENO_0083284
http://purl.obolibrary.org/obo/GO_0004672	http://purl.obolibrary.org/obo/UPHENO_0083285
http://purl.obolibrary.org/obo/GO_0045499	http://purl.obolibrary.org/obo/UPHENO_0083286
http://purl.obolibrary.org/obo/GO_0005542	http://purl.obolibrary.org/obo/UPHENO_0083287
http://purl.obolibrary.org/obo/GO_0004115	http://purl.obolibrary.org/obo/UPHENO_0083288
http://purl.obolibrary.org/obo/GO_0004016	http://purl.obolibrary.org/obo/UPHENO_0083289
http://purl.obolibrary.org/obo/GO_0031545	http://purl.obolibrary.org/obo/UPHENO_0089932
http://purl.obolibrary.org/obo/GO_0003674	http://purl.obolibrary.org/obo/UPHENO_0048661
http://purl.obolibrary.org/obo/GO_0005515	http://purl.obolibrary.org/obo/UPHENO_0083290
http://purl.obolibrary.org/obo/GO_0004713	http://purl.obolibrary.org/obo/UPHENO_0089933
http://purl.obolibrary.org/obo/GO_0004725	http://purl.obolibrary.org/obo/UPHENO_0089934
http://purl.obolibrary.org/obo/GO_0004129	http://purl.obolibrary.org/obo/UPHENO_0083291
http://purl.obolibrary.org/obo/GO_0016791	http://purl.obolibrary.org/obo/UPHENO_0089935
http://purl.obolibrary.org/obo/GO_0003824	http://purl.obolibrary.org/obo/UPHENO_0048683
http://purl.obolibrary.org/obo/GO_0004407	http://purl.obolibrary.org/obo/UPHENO_0083292
http://purl.obolibrary.org/obo/GO_0030552	http://purl.obolibrary.org/obo/UPHENO_0083293
http://purl.obolibrary.org/obo/GO_0019887	http://purl.obolibrary.org/obo/UPHENO_0089936
