defined_class	defined_class_label	anatomical_entity	anatomical_entity_label
http://purl.obolibrary.org/obo/XPO_0115390	abnormally edematous alimentary system	http://purl.obolibrary.org/obo/XAO_0000125	alimentary system
http://purl.obolibrary.org/obo/XPO_0115658	abnormally edematous dorsal fin	http://purl.obolibrary.org/obo/XAO_0004063	dorsal fin
http://purl.obolibrary.org/obo/XPO_0115444	abnormally edematous foregut	http://purl.obolibrary.org/obo/XAO_0000232	foregut
http://purl.obolibrary.org/obo/XPO_0115520	abnormally edematous head	http://purl.obolibrary.org/obo/XAO_0003024	head
http://purl.obolibrary.org/obo/XPO_0115698	abnormally edematous pericardium	http://purl.obolibrary.org/obo/XAO_0004182	pericardium
http://purl.obolibrary.org/obo/XPO_0115714	abnormally edematous pharyngeal region	http://purl.obolibrary.org/obo/XAO_0004261	pharyngeal region
http://purl.obolibrary.org/obo/XPO_0115679	abnormally edematous regenerating hindlimb	http://purl.obolibrary.org/obo/XAO_0004107	regenerating hindlimb
http://purl.obolibrary.org/obo/XPO_0141324	edema in brain	http://purl.obolibrary.org/obo/XAO_0000010	brain
http://purl.obolibrary.org/obo/XPO_0141328	edema in circulatory system	http://purl.obolibrary.org/obo/XAO_0001010	circulatory system
http://purl.obolibrary.org/obo/XPO_0141329	edema in coelom	http://purl.obolibrary.org/obo/XAO_0004521	coelom
http://purl.obolibrary.org/obo/XPO_0141331	edema in embryo	http://purl.obolibrary.org/obo/XAO_0000113	embryo
http://purl.obolibrary.org/obo/XPO_0141330	edema in epidermis	http://purl.obolibrary.org/obo/XAO_0000028	epidermis
http://purl.obolibrary.org/obo/XPO_0141323	edema in eye	http://purl.obolibrary.org/obo/XAO_0000179	eye
http://purl.obolibrary.org/obo/XPO_0141322	edema in forelimb	http://purl.obolibrary.org/obo/XAO_0003030	forelimb
http://purl.obolibrary.org/obo/XPO_0141592	edema in heart	http://purl.obolibrary.org/obo/XAO_0000064	heart
http://purl.obolibrary.org/obo/XPO_0141321	edema in hindlimb	http://purl.obolibrary.org/obo/XAO_0003031	hindlimb
http://purl.obolibrary.org/obo/XPO_0141326	edema in limb bud	http://purl.obolibrary.org/obo/XAO_0003161	limb bud
http://purl.obolibrary.org/obo/XPO_0141593	edema in lung	http://purl.obolibrary.org/obo/XAO_0000119	lung
http://purl.obolibrary.org/obo/XPO_0141325	edema in spinal cord	http://purl.obolibrary.org/obo/XAO_0000020	spinal cord
http://purl.obolibrary.org/obo/XPO_0141327	edema in tail	http://purl.obolibrary.org/obo/XAO_0003026	tail
http://purl.obolibrary.org/obo/XPO_0141320	edema in ventral trunk	http://purl.obolibrary.org/obo/XAO_0005260	ventral trunk
