defined_class	defined_class_name	taxon	taxon_label	bearer
http://purl.obolibrary.org/obo/UPHENO_0001003	Phenotype by Ontology Source	http://purl.obolibrary.org/obo/UPHENO_UPHENO	Unified Phenotype Ontology	owl:Thing
