chemical_entity	defined_class
http://purl.obolibrary.org/obo/CHEBI_30413	http://purl.obolibrary.org/obo/UPHENO_0080018
http://purl.obolibrary.org/obo/CHEBI_33699	http://purl.obolibrary.org/obo/UPHENO_0066791
http://purl.obolibrary.org/obo/CHEBI_26523	http://purl.obolibrary.org/obo/UPHENO_0080019
http://purl.obolibrary.org/obo/CHEBI_15422	http://purl.obolibrary.org/obo/UPHENO_0066792
http://purl.obolibrary.org/obo/CHEBI_24431	http://purl.obolibrary.org/obo/UPHENO_0066739
http://purl.obolibrary.org/obo/CHEBI_27363	http://purl.obolibrary.org/obo/UPHENO_0080020
http://purl.obolibrary.org/obo/CHEBI_16240	http://purl.obolibrary.org/obo/UPHENO_0080021
http://purl.obolibrary.org/obo/CHEBI_18059	http://purl.obolibrary.org/obo/UPHENO_0066793
http://purl.obolibrary.org/obo/CHEBI_18248	http://purl.obolibrary.org/obo/UPHENO_0081723
http://purl.obolibrary.org/obo/CHEBI_26034	http://purl.obolibrary.org/obo/UPHENO_0080022
