chemical_entity	defined_class
http://purl.obolibrary.org/obo/CHEBI_472805	http://purl.obolibrary.org/obo/UPHENO_0076971
http://purl.obolibrary.org/obo/CHEBI_27732	http://purl.obolibrary.org/obo/UPHENO_0076972
http://purl.obolibrary.org/obo/CHEBI_23359	http://purl.obolibrary.org/obo/UPHENO_0076973
http://purl.obolibrary.org/obo/CHEBI_8081	http://purl.obolibrary.org/obo/UPHENO_0076974
http://purl.obolibrary.org/obo/CHEBI_17051	http://purl.obolibrary.org/obo/UPHENO_0076975
http://purl.obolibrary.org/obo/CHEBI_64203	http://purl.obolibrary.org/obo/UPHENO_0076976
http://purl.obolibrary.org/obo/CHEBI_34905	http://purl.obolibrary.org/obo/UPHENO_0076977
http://purl.obolibrary.org/obo/CHEBI_29699	http://purl.obolibrary.org/obo/UPHENO_0076978
http://purl.obolibrary.org/obo/CHEBI_2814	http://purl.obolibrary.org/obo/UPHENO_0076979
http://purl.obolibrary.org/obo/CHEBI_6835	http://purl.obolibrary.org/obo/UPHENO_0076980
http://purl.obolibrary.org/obo/CHEBI_9727	http://purl.obolibrary.org/obo/UPHENO_0076981
http://purl.obolibrary.org/obo/CHEBI_37415	http://purl.obolibrary.org/obo/UPHENO_0076982
http://purl.obolibrary.org/obo/CHEBI_16236	http://purl.obolibrary.org/obo/UPHENO_0076983
http://purl.obolibrary.org/obo/CHEBI_2555	http://purl.obolibrary.org/obo/UPHENO_0076984
http://purl.obolibrary.org/obo/CHEBI_37532	http://purl.obolibrary.org/obo/UPHENO_0076985
http://purl.obolibrary.org/obo/CHEBI_6432	http://purl.obolibrary.org/obo/UPHENO_0076986
http://purl.obolibrary.org/obo/CHEBI_39214	http://purl.obolibrary.org/obo/UPHENO_0076987
http://purl.obolibrary.org/obo/CHEBI_6015	http://purl.obolibrary.org/obo/UPHENO_0076988
http://purl.obolibrary.org/obo/CHEBI_6078	http://purl.obolibrary.org/obo/UPHENO_0076989
http://purl.obolibrary.org/obo/CHEBI_4290	http://purl.obolibrary.org/obo/UPHENO_0076990
http://purl.obolibrary.org/obo/CHEBI_18291	http://purl.obolibrary.org/obo/UPHENO_0076991
http://purl.obolibrary.org/obo/CHEBI_51137	http://purl.obolibrary.org/obo/UPHENO_0076992
http://purl.obolibrary.org/obo/CHEBI_24431	http://purl.obolibrary.org/obo/UPHENO_0076993
http://purl.obolibrary.org/obo/CHEBI_46345	http://purl.obolibrary.org/obo/UPHENO_0076994
http://purl.obolibrary.org/obo/CHEBI_47499	http://purl.obolibrary.org/obo/UPHENO_0076995
http://purl.obolibrary.org/obo/CHEBI_27363	http://purl.obolibrary.org/obo/UPHENO_0076996
http://purl.obolibrary.org/obo/CHEBI_28694	http://purl.obolibrary.org/obo/UPHENO_0076997
http://purl.obolibrary.org/obo/CHEBI_28790	http://purl.obolibrary.org/obo/UPHENO_0076998
http://purl.obolibrary.org/obo/CHEBI_3638	http://purl.obolibrary.org/obo/UPHENO_0076999
http://purl.obolibrary.org/obo/CHEBI_28112	http://purl.obolibrary.org/obo/UPHENO_0077000
http://purl.obolibrary.org/obo/CHEBI_5615	http://purl.obolibrary.org/obo/UPHENO_0077001
http://purl.obolibrary.org/obo/CHEBI_18723	http://purl.obolibrary.org/obo/UPHENO_0077002
http://purl.obolibrary.org/obo/CHEBI_4887	http://purl.obolibrary.org/obo/UPHENO_0077003
http://purl.obolibrary.org/obo/CHEBI_5118	http://purl.obolibrary.org/obo/UPHENO_0077004
http://purl.obolibrary.org/obo/CHEBI_4046	http://purl.obolibrary.org/obo/UPHENO_0077005
http://purl.obolibrary.org/obo/CHEBI_18243	http://purl.obolibrary.org/obo/UPHENO_0077006
http://purl.obolibrary.org/obo/CHEBI_22977	http://purl.obolibrary.org/obo/UPHENO_0077007
http://purl.obolibrary.org/obo/CHEBI_7035	http://purl.obolibrary.org/obo/UPHENO_0077008
