biological_process	defined_class
http://purl.obolibrary.org/obo/GO_0060756	http://purl.obolibrary.org/obo/UPHENO_0005674
http://purl.obolibrary.org/obo/GO_0032502	http://purl.obolibrary.org/obo/UPHENO_0005597
http://purl.obolibrary.org/obo/GO_0043050	http://purl.obolibrary.org/obo/UPHENO_0005672
http://purl.obolibrary.org/obo/GO_0040007	http://purl.obolibrary.org/obo/UPHENO_0005431
http://purl.obolibrary.org/obo/GO_0051301	http://purl.obolibrary.org/obo/UPHENO_0005655
http://purl.obolibrary.org/obo/GO_0008150	http://purl.obolibrary.org/obo/UPHENO_0005433
http://purl.obolibrary.org/obo/GO_0042073	http://purl.obolibrary.org/obo/UPHENO_0005656
http://purl.obolibrary.org/obo/GO_0048511	http://purl.obolibrary.org/obo/UPHENO_0005442
http://purl.obolibrary.org/obo/GO_0018991	http://purl.obolibrary.org/obo/UPHENO_0005659
http://purl.obolibrary.org/obo/GO_0009790	http://purl.obolibrary.org/obo/UPHENO_0005642
http://purl.obolibrary.org/obo/GO_0040011	http://purl.obolibrary.org/obo/UPHENO_0005413
