entity	defined_class
http://purl.obolibrary.org/obo/CHEBI_4046	http://purl.obolibrary.org/obo/UPHENO_0078744
http://purl.obolibrary.org/obo/CHEBI_18243	http://purl.obolibrary.org/obo/UPHENO_0078745
http://purl.obolibrary.org/obo/CHEBI_22977	http://purl.obolibrary.org/obo/UPHENO_0078746
http://purl.obolibrary.org/obo/CHEBI_7035	http://purl.obolibrary.org/obo/UPHENO_0078747
http://purl.obolibrary.org/obo/BFO_0000001	http://purl.obolibrary.org/obo/UPHENO_0082030
http://purl.obolibrary.org/obo/CHEBI_18723	http://purl.obolibrary.org/obo/UPHENO_0078748
http://purl.obolibrary.org/obo/CHEBI_5615	http://purl.obolibrary.org/obo/UPHENO_0078749
http://purl.obolibrary.org/obo/CHEBI_35623	http://purl.obolibrary.org/obo/UPHENO_0078750
http://purl.obolibrary.org/obo/CHEBI_4887	http://purl.obolibrary.org/obo/UPHENO_0078751
http://purl.obolibrary.org/obo/CHEBI_5118	http://purl.obolibrary.org/obo/UPHENO_0078752
http://purl.obolibrary.org/obo/CHEBI_28694	http://purl.obolibrary.org/obo/UPHENO_0078753
http://purl.obolibrary.org/obo/CHEBI_27363	http://purl.obolibrary.org/obo/UPHENO_0078754
http://purl.obolibrary.org/obo/CHEBI_28790	http://purl.obolibrary.org/obo/UPHENO_0078755
http://purl.obolibrary.org/obo/CHEBI_50949	http://purl.obolibrary.org/obo/UPHENO_0078756
http://purl.obolibrary.org/obo/CHEBI_3638	http://purl.obolibrary.org/obo/UPHENO_0078757
http://purl.obolibrary.org/obo/CHEBI_28112	http://purl.obolibrary.org/obo/UPHENO_0078758
http://purl.obolibrary.org/obo/CHEBI_4290	http://purl.obolibrary.org/obo/UPHENO_0078759
http://purl.obolibrary.org/obo/CHEBI_23888	http://purl.obolibrary.org/obo/UPHENO_0078760
http://purl.obolibrary.org/obo/CHEBI_18291	http://purl.obolibrary.org/obo/UPHENO_0078761
http://purl.obolibrary.org/obo/CHEBI_51137	http://purl.obolibrary.org/obo/UPHENO_0078762
http://purl.obolibrary.org/obo/CHEBI_46345	http://purl.obolibrary.org/obo/UPHENO_0078763
http://purl.obolibrary.org/obo/CHEBI_24431	http://purl.obolibrary.org/obo/UPHENO_0078764
http://purl.obolibrary.org/obo/CHEBI_47499	http://purl.obolibrary.org/obo/UPHENO_0078765
http://purl.obolibrary.org/obo/CHEBI_6432	http://purl.obolibrary.org/obo/UPHENO_0078766
http://purl.obolibrary.org/obo/CHEBI_39214	http://purl.obolibrary.org/obo/UPHENO_0078767
http://purl.obolibrary.org/obo/CHEBI_6015	http://purl.obolibrary.org/obo/UPHENO_0078768
http://purl.obolibrary.org/obo/CHEBI_38462	http://purl.obolibrary.org/obo/UPHENO_0078769
http://purl.obolibrary.org/obo/CHEBI_6078	http://purl.obolibrary.org/obo/UPHENO_0078770
http://purl.obolibrary.org/obo/CHEBI_37415	http://purl.obolibrary.org/obo/UPHENO_0078771
http://purl.obolibrary.org/obo/CHEBI_16236	http://purl.obolibrary.org/obo/UPHENO_0078772
http://purl.obolibrary.org/obo/CHEBI_38867	http://purl.obolibrary.org/obo/UPHENO_0078773
http://purl.obolibrary.org/obo/CHEBI_6835	http://purl.obolibrary.org/obo/UPHENO_0078774
http://purl.obolibrary.org/obo/CHEBI_9727	http://purl.obolibrary.org/obo/UPHENO_0078775
http://purl.obolibrary.org/obo/CHEBI_2555	http://purl.obolibrary.org/obo/UPHENO_0078776
http://purl.obolibrary.org/obo/CHEBI_37532	http://purl.obolibrary.org/obo/UPHENO_0078777
http://purl.obolibrary.org/obo/CHEBI_38324	http://purl.obolibrary.org/obo/UPHENO_0078778
http://purl.obolibrary.org/obo/CHEBI_64203	http://purl.obolibrary.org/obo/UPHENO_0078779
http://purl.obolibrary.org/obo/CHEBI_34905	http://purl.obolibrary.org/obo/UPHENO_0078780
http://purl.obolibrary.org/obo/CHEBI_29699	http://purl.obolibrary.org/obo/UPHENO_0078782
http://purl.obolibrary.org/obo/CHEBI_2814	http://purl.obolibrary.org/obo/UPHENO_0078783
http://purl.obolibrary.org/obo/CHEBI_38808	http://purl.obolibrary.org/obo/UPHENO_0078784
http://purl.obolibrary.org/obo/CHEBI_472805	http://purl.obolibrary.org/obo/UPHENO_0078785
http://purl.obolibrary.org/obo/CHEBI_23359	http://purl.obolibrary.org/obo/UPHENO_0078786
http://purl.obolibrary.org/obo/CHEBI_27732	http://purl.obolibrary.org/obo/UPHENO_0078787
http://purl.obolibrary.org/obo/CHEBI_8081	http://purl.obolibrary.org/obo/UPHENO_0078788
http://purl.obolibrary.org/obo/CHEBI_17051	http://purl.obolibrary.org/obo/UPHENO_0078789
http://purl.obolibrary.org/obo/CHEBI_25435	http://purl.obolibrary.org/obo/UPHENO_0078790
