entity	defined_class
http://purl.obolibrary.org/obo/CHEBI_4781	http://purl.obolibrary.org/obo/UPHENO_0076040
http://purl.obolibrary.org/obo/CHEBI_22977	http://purl.obolibrary.org/obo/UPHENO_0076041
http://purl.obolibrary.org/obo/CHEBI_18248	http://purl.obolibrary.org/obo/UPHENO_0076042
http://purl.obolibrary.org/obo/CHEBI_18723	http://purl.obolibrary.org/obo/UPHENO_0076043
http://purl.obolibrary.org/obo/CHEBI_5118	http://purl.obolibrary.org/obo/UPHENO_0076044
http://purl.obolibrary.org/obo/CHEBI_27780	http://purl.obolibrary.org/obo/UPHENO_0076045
http://purl.obolibrary.org/obo/CHEBI_28790	http://purl.obolibrary.org/obo/UPHENO_0076046
http://purl.obolibrary.org/obo/CHEBI_44423	http://purl.obolibrary.org/obo/UPHENO_0076047
http://purl.obolibrary.org/obo/CHEBI_50826	http://purl.obolibrary.org/obo/UPHENO_0076048
http://purl.obolibrary.org/obo/CHEBI_50949	http://purl.obolibrary.org/obo/UPHENO_0076049
http://purl.obolibrary.org/obo/CHEBI_30512	http://purl.obolibrary.org/obo/UPHENO_0076050
http://purl.obolibrary.org/obo/CHEBI_30513	http://purl.obolibrary.org/obo/UPHENO_0076051
http://purl.obolibrary.org/obo/CHEBI_18291	http://purl.obolibrary.org/obo/UPHENO_0076052
http://purl.obolibrary.org/obo/CHEBI_24431	http://purl.obolibrary.org/obo/UPHENO_0076053
http://purl.obolibrary.org/obo/CHEBI_47499	http://purl.obolibrary.org/obo/UPHENO_0076054
http://purl.obolibrary.org/obo/CHEBI_6432	http://purl.obolibrary.org/obo/UPHENO_0076055
http://purl.obolibrary.org/obo/CHEBI_38462	http://purl.obolibrary.org/obo/UPHENO_0076056
http://purl.obolibrary.org/obo/CHEBI_37415	http://purl.obolibrary.org/obo/UPHENO_0076057
http://purl.obolibrary.org/obo/CHEBI_16236	http://purl.obolibrary.org/obo/UPHENO_0076058
http://purl.obolibrary.org/obo/CHEBI_38867	http://purl.obolibrary.org/obo/UPHENO_0076059
http://purl.obolibrary.org/obo/CHEBI_33216	http://purl.obolibrary.org/obo/UPHENO_0076060
http://purl.obolibrary.org/obo/CHEBI_2555	http://purl.obolibrary.org/obo/UPHENO_0076061
http://purl.obolibrary.org/obo/CHEBI_63510	http://purl.obolibrary.org/obo/UPHENO_0076062
http://purl.obolibrary.org/obo/CHEBI_34905	http://purl.obolibrary.org/obo/UPHENO_0076063
http://purl.obolibrary.org/obo/CHEBI_25195	http://purl.obolibrary.org/obo/UPHENO_0076064
http://purl.obolibrary.org/obo/CHEBI_25435	http://purl.obolibrary.org/obo/UPHENO_0076065
http://purl.obolibrary.org/obo/CHEBI_30297	http://purl.obolibrary.org/obo/UPHENO_0076066
http://purl.obolibrary.org/obo/CHEBI_33083	http://purl.obolibrary.org/obo/UPHENO_0076067
http://purl.obolibrary.org/obo/CHEBI_7035	http://purl.obolibrary.org/obo/UPHENO_0076068
http://purl.obolibrary.org/obo/BFO_0000001	http://purl.obolibrary.org/obo/UPHENO_0081418
http://purl.obolibrary.org/obo/CHEBI_35702	http://purl.obolibrary.org/obo/UPHENO_0076069
http://purl.obolibrary.org/obo/CHEBI_5615	http://purl.obolibrary.org/obo/UPHENO_0076070
http://purl.obolibrary.org/obo/CHEBI_28260	http://purl.obolibrary.org/obo/UPHENO_0076071
http://purl.obolibrary.org/obo/CHEBI_29222	http://purl.obolibrary.org/obo/UPHENO_0076072
http://purl.obolibrary.org/obo/CHEBI_28694	http://purl.obolibrary.org/obo/UPHENO_0076073
http://purl.obolibrary.org/obo/CHEBI_27363	http://purl.obolibrary.org/obo/UPHENO_0076074
http://purl.obolibrary.org/obo/CHEBI_27563	http://purl.obolibrary.org/obo/UPHENO_0076075
http://purl.obolibrary.org/obo/CHEBI_3638	http://purl.obolibrary.org/obo/UPHENO_0076076
http://purl.obolibrary.org/obo/CHEBI_25107	http://purl.obolibrary.org/obo/UPHENO_0076077
http://purl.obolibrary.org/obo/CHEBI_26710	http://purl.obolibrary.org/obo/UPHENO_0076078
http://purl.obolibrary.org/obo/CHEBI_22633	http://purl.obolibrary.org/obo/UPHENO_0076079
http://purl.obolibrary.org/obo/CHEBI_23888	http://purl.obolibrary.org/obo/UPHENO_0076080
http://purl.obolibrary.org/obo/CHEBI_4792	http://purl.obolibrary.org/obo/UPHENO_0076081
http://purl.obolibrary.org/obo/CHEBI_39214	http://purl.obolibrary.org/obo/UPHENO_0076082
http://purl.obolibrary.org/obo/CHEBI_6015	http://purl.obolibrary.org/obo/UPHENO_0076083
http://purl.obolibrary.org/obo/CHEBI_16136	http://purl.obolibrary.org/obo/UPHENO_0076084
http://purl.obolibrary.org/obo/CHEBI_38324	http://purl.obolibrary.org/obo/UPHENO_0076085
http://purl.obolibrary.org/obo/CHEBI_25255	http://purl.obolibrary.org/obo/UPHENO_0076086
http://purl.obolibrary.org/obo/CHEBI_29699	http://purl.obolibrary.org/obo/UPHENO_0076088
http://purl.obolibrary.org/obo/CHEBI_2814	http://purl.obolibrary.org/obo/UPHENO_0076089
http://purl.obolibrary.org/obo/CHEBI_38808	http://purl.obolibrary.org/obo/UPHENO_0076090
http://purl.obolibrary.org/obo/CHEBI_23359	http://purl.obolibrary.org/obo/UPHENO_0076091
http://purl.obolibrary.org/obo/CHEBI_27638	http://purl.obolibrary.org/obo/UPHENO_0076092
http://purl.obolibrary.org/obo/CHEBI_25016	http://purl.obolibrary.org/obo/UPHENO_0076093
