molecular_function	defined_class
http://purl.obolibrary.org/obo/GO_0016829	http://purl.obolibrary.org/obo/UPHENO_0084757
http://purl.obolibrary.org/obo/GO_0004197	http://purl.obolibrary.org/obo/UPHENO_0080025
http://purl.obolibrary.org/obo/GO_0003674	http://purl.obolibrary.org/obo/UPHENO_0031743
http://purl.obolibrary.org/obo/GO_0001055	http://purl.obolibrary.org/obo/UPHENO_0080026
http://purl.obolibrary.org/obo/GO_0052598	http://purl.obolibrary.org/obo/UPHENO_0084757
http://purl.obolibrary.org/obo/GO_0004711	http://purl.obolibrary.org/obo/UPHENO_0080027
http://purl.obolibrary.org/obo/GO_0004745	http://purl.obolibrary.org/obo/UPHENO_0080028
http://purl.obolibrary.org/obo/GO_0004707	http://purl.obolibrary.org/obo/UPHENO_0080024
http://purl.obolibrary.org/obo/GO_0003824	http://purl.obolibrary.org/obo/UPHENO_0031742
http://purl.obolibrary.org/obo/GO_0032451	http://purl.obolibrary.org/obo/UPHENO_0084757
http://purl.obolibrary.org/obo/GO_0035173	http://purl.obolibrary.org/obo/UPHENO_0084757
http://purl.obolibrary.org/obo/GO_0016491	http://purl.obolibrary.org/obo/UPHENO_0084757
http://purl.obolibrary.org/obo/GO_0016740	http://purl.obolibrary.org/obo/UPHENO_0084757
http://purl.obolibrary.org/obo/GO_0009975	http://purl.obolibrary.org/obo/UPHENO_0084757
http://purl.obolibrary.org/obo/GO_0016787	http://purl.obolibrary.org/obo/UPHENO_0084757
http://purl.obolibrary.org/obo/GO_0016853	http://purl.obolibrary.org/obo/UPHENO_0084757
http://purl.obolibrary.org/obo/GO_0016874	http://purl.obolibrary.org/obo/UPHENO_0084757
http://purl.obolibrary.org/obo/GO_0061783	http://purl.obolibrary.org/obo/UPHENO_0084757
